"Date","Price","Open","High","Low","Change %"
"04/16/2024","10.52","10.52","10.52","10.50","0.10%"
"04/15/2024","10.51","10.51","10.51","10.49","-0.10%"
"04/12/2024","10.52","10.52","10.54","10.52","0.00%"
"04/11/2024","10.52","10.52","10.52","10.52","0.00%"
"04/10/2024","10.52","10.52","10.52","10.43","-4.54%"
"04/09/2024","11.02","11.02","11.02","10.54","-4.26%"
"04/08/2024","11.51","11.51","11.51","11.00","-0.09%"
"04/05/2024","11.52","11.52","11.52","11.49","0.00%"
"04/04/2024","11.52","11.52","11.53","11.52","0.00%"
"04/03/2024","11.52","11.52","11.52","11.52","-0.09%"
"04/02/2024","11.53","11.53","11.53","11.52","0.00%"
"04/01/2024","11.53","11.53","11.53","11.48","0.00%"
"03/29/2024","11.53","11.53","11.53","11.53","0.17%"
"03/28/2024","11.51","11.51","11.51","11.51","-0.09%"
"03/27/2024","11.52","11.52","11.53","11.52","-0.09%"
"03/26/2024","11.53","11.53","11.53","11.53","0.09%"
"03/25/2024","11.52","11.52","11.52","11.52","-0.09%"
"03/22/2024","11.53","11.53","11.53","11.53","0.09%"
"03/21/2024","11.52","11.52","11.52","11.52","-2.70%"
"03/20/2024","11.84","11.84","11.84","11.84","12.55%"
"03/19/2024","10.52","10.52","10.52","10.52","-4.36%"
"03/18/2024","11.00","11.00","11.00","10.50","-0.09%"
"03/15/2024","11.01","11.01","11.01","11.00","0.00%"
"03/14/2024","11.01","11.01","11.01","10.98","0.00%"
"03/13/2024","11.01","11.01","11.01","11.01","0.00%"
"03/12/2024","11.01","11.01","11.01","11.01","0.00%"
"03/11/2024","11.01","11.01","11.01","11.00","0.00%"
"03/08/2024","11.01","11.01","11.02","11.01","-4.34%"
"03/07/2024","11.51","11.51","11.51","11.02","0.00%"
"03/06/2024","11.51","11.51","11.51","11.51","0.00%"
"03/05/2024","11.51","11.51","11.53","11.51","0.00%"
"03/04/2024","11.51","11.51","11.51","11.49","0.00%"
"03/01/2024","11.51","11.51","11.53","11.51","0.00%"
"02/29/2024","11.51","12.01","12.01","11.51","-4.24%"
"02/28/2024","12.02","12.51","12.51","12.02","-3.92%"
"02/27/2024","12.51","12.51","12.51","12.50","0.00%"
"02/26/2024","12.51","12.51","12.51","12.50","0.08%"
"02/23/2024","12.50","12.50","12.52","12.50","0.00%"
"02/22/2024","12.50","13.01","13.01","12.50","-3.85%"
"02/21/2024","13.00","13.01","13.01","13.00","-0.15%"
"02/20/2024","13.02","13.01","13.02","13.01","0.08%"
"02/19/2024","13.01","13.01","13.01","13.01","-3.70%"
"02/16/2024","13.51","13.51","13.51","12.99","-0.07%"
"02/15/2024","13.52","13.52","13.52","13.52","0.00%"
"02/14/2024","13.52","13.52","13.53","13.52","0.07%"
"02/13/2024","13.51","13.51","13.51","13.46","0.00%"
"02/12/2024","13.51","13.51","13.51","13.51","0.00%"
"02/09/2024","13.51","13.51","13.51","13.50","-0.07%"
"02/08/2024","13.52","13.52","13.52","13.50","0.07%"
"02/07/2024","13.51","13.51","13.51","13.51","-0.07%"
"02/06/2024","13.52","13.52","13.53","13.52","0.15%"
"02/05/2024","13.50","13.50","13.50","13.48","0.00%"
"02/02/2024","13.50","13.50","13.50","13.46","-0.07%"
"02/01/2024","13.51","13.51","13.53","13.51","-0.07%"
"01/31/2024","13.52","13.52","13.55","13.52","-3.50%"
"01/30/2024","14.01","14.01","14.01","13.50","-0.07%"
"01/29/2024","14.02","14.02","14.03","14.02","-3.44%"
"01/26/2024","14.52","14.52","14.52","14.00","0.00%"
"01/25/2024","14.52","14.52","14.53","14.52","0.00%"
"01/24/2024","14.52","14.52","14.52","14.51","0.07%"
"01/23/2024","14.51","14.51","14.51","14.51","-6.45%"
"01/22/2024","15.51","15.51","15.51","14.52","0.00%"
"01/19/2024","15.51","15.51","15.51","15.50","-0.06%"
"01/18/2024","15.52","15.52","15.52","15.51","0.06%"
"01/17/2024","15.51","15.51","15.51","15.49","-3.06%"
"01/16/2024","16.00","16.00","16.00","15.49","-0.06%"
"01/15/2024","16.01","16.01","16.01","16.01","0.00%"
"01/12/2024","16.01","16.01","16.03","16.01","-0.06%"
"01/11/2024","16.02","16.02","16.03","16.02","0.06%"
"01/10/2024","16.01","16.01","16.01","16.01","-5.88%"
"01/09/2024","17.01","17.01","17.01","16.01","0.00%"
"01/08/2024","17.01","17.01","17.01","17.01","0.00%"
"01/05/2024","17.01","17.01","17.01","17.01","0.00%"
"01/04/2024","17.01","17.01","17.01","17.00","0.00%"
"01/03/2024","17.01","17.01","17.01","17.01","0.00%"
"01/02/2024","17.01","17.01","17.01","16.99","0.00%"
"01/01/2024","17.01","17.01","17.01","17.01","0.00%"
"12/29/2023","17.01","17.01","17.01","17.01","0.00%"
"12/28/2023","17.01","17.01","17.01","17.00","0.00%"
"12/27/2023","17.01","17.01","17.03","17.01","0.00%"
"12/26/2023","17.01","17.01","17.01","17.01","0.00%"
"12/25/2023","17.01","17.01","17.01","17.01","0.00%"
"12/22/2023","17.01","17.01","17.01","17.01","0.00%"
"12/21/2023","17.01","17.01","17.01","17.01","-0.06%"
"12/20/2023","17.02","17.02","17.02","17.02","0.06%"
"12/19/2023","17.01","17.01","17.01","17.01","0.00%"
"12/18/2023","17.01","17.01","17.01","17.01","0.06%"
"12/15/2023","17.00","17.00","17.00","17.00","-0.12%"
"12/14/2023","17.02","17.02","17.02","17.02","0.06%"
"12/13/2023","17.01","17.01","17.05","17.01","-2.86%"
"12/12/2023","17.51","17.51","17.51","17.01","0.00%"
"12/11/2023","17.51","17.51","17.51","17.51","0.06%"
"12/08/2023","17.50","17.50","17.50","17.50","-0.06%"
"12/07/2023","17.51","17.51","17.51","17.51","0.06%"
"12/06/2023","17.50","17.50","17.51","17.50","-2.83%"
"12/05/2023","18.01","18.01","18.01","17.52","-9.77%"
"12/04/2023","19.96","19.96","19.96","18.00","5.00%"
"12/01/2023","19.01","19.01","19.01","18.03","0.00%"
"11/30/2023","19.01","19.01","19.01","19.00","0.00%"
"11/29/2023","19.01","19.01","19.02","19.01","0.05%"
"11/28/2023","19.00","19.00","19.02","19.00","0.00%"
"11/27/2023","19.00","19.00","19.02","19.00","0.00%"
"11/24/2023","19.00","19.00","19.00","19.00","-0.05%"
"11/23/2023","19.01","19.01","19.01","19.00","0.00%"
"11/22/2023","19.01","19.01","19.01","19.00","2.70%"
"11/21/2023","18.51","18.51","19.01","18.51","0.00%"
"11/20/2023","18.51","18.51","18.51","18.51","-5.13%"
"11/17/2023","19.51","19.51","19.51","18.50","-2.50%"
"11/16/2023","20.01","20.01","20.01","19.52","0.00%"
"11/15/2023","20.01","20.01","20.01","19.99","0.00%"
"11/14/2023","20.01","20.01","20.03","20.01","0.05%"
"11/13/2023","20.00","20.00","20.01","20.00","-0.05%"
"11/10/2023","20.01","20.01","20.01","20.01","-4.76%"
"11/09/2023","21.01","21.01","21.01","19.99","0.05%"
"11/08/2023","21.00","21.00","21.00","21.00","-0.05%"
"11/07/2023","21.01","21.01","21.01","21.01","0.05%"
"11/06/2023","21.00","21.00","21.00","21.00","-0.05%"
"11/03/2023","21.01","21.01","21.15","21.01","-2.32%"
"11/02/2023","21.51","21.51","21.51","21.01","0.05%"
"11/01/2023","21.50","21.50","21.52","21.50","-0.05%"
"10/31/2023","21.51","21.51","21.51","21.50","-4.40%"
"10/30/2023","22.50","22.50","22.50","21.50","-2.17%"
"10/27/2023","23.00","23.00","23.00","22.50","0.00%"
"10/26/2023","23.00","23.00","23.01","23.00","0.00%"
"10/25/2023","23.00","23.00","23.00","23.00","-2.13%"
"10/24/2023","23.50","23.50","23.50","23.12","2.17%"
"10/23/2023","23.00","23.00","23.50","23.00","-1.88%"
"10/20/2023","23.44","23.00","23.44","23.00","1.91%"
"10/19/2023","23.00","23.00","23.00","23.00","2.22%"
"10/18/2023","22.50","22.50","23.00","22.50","0.00%"
"10/17/2023","22.50","22.50","23.14","22.50","0.00%"
"10/16/2023","22.50","22.50","22.50","22.50","2.23%"
"10/13/2023","22.01","22.01","22.50","22.01","0.05%"
"10/12/2023","22.00","22.00","22.00","22.00","0.00%"
"10/11/2023","22.00","22.00","22.00","22.00","-0.05%"
"10/10/2023","22.01","22.01","22.01","22.01","0.00%"
"10/09/2023","22.01","22.01","22.01","22.01","0.05%"
"10/06/2023","22.00","22.00","22.00","22.00","-0.05%"
"10/05/2023","22.01","22.01","22.01","22.01","4.81%"
"10/04/2023","21.00","21.00","22.01","21.00","-0.05%"
"10/03/2023","21.01","21.01","21.01","21.01","0.05%"
"10/02/2023","21.00","21.00","21.00","21.00","-0.05%"
"09/29/2023","21.01","21.00","21.01","21.00","2.44%"
"09/28/2023","20.51","20.51","21.01","20.51","0.00%"
"09/27/2023","20.51","20.51","20.51","20.51","7.89%"
"09/26/2023","19.01","19.01","19.01","19.01","0.00%"
"09/25/2023","19.01","19.01","19.01","19.00","0.00%"
"09/22/2023","19.01","19.01","19.01","19.01","0.05%"
"09/21/2023","19.00","19.00","19.00","19.00","8.51%"
"09/20/2023","17.51","17.51","19.02","17.51","0.00%"
"09/19/2023","17.51","17.51","17.51","17.50","0.06%"
"09/18/2023","17.50","17.50","17.50","17.50","-0.06%"
"09/15/2023","17.51","17.51","17.51","17.50","0.00%"
"09/14/2023","17.51","17.51","17.51","17.50","6.12%"
"09/13/2023","16.50","16.50","17.51","16.50","-0.06%"
"09/12/2023","16.51","16.51","16.51","16.50","3.19%"
"09/11/2023","16.00","16.00","16.51","16.00","-0.12%"
"09/08/2023","16.02","16.02","16.02","16.00","0.06%"
"09/07/2023","16.01","16.01","16.02","16.01","0.00%"
"09/06/2023","16.01","16.01","16.01","15.99","0.06%"
"09/05/2023","16.00","16.00","16.00","15.99","-0.06%"
"09/04/2023","16.01","16.01","16.01","16.00","0.00%"
"09/01/2023","16.01","16.01","16.01","16.00","0.00%"
"08/31/2023","16.01","16.01","16.02","16.01","0.06%"
"08/30/2023","16.00","16.00","16.01","16.00","-3.09%"
"08/29/2023","16.51","16.51","16.51","16.03","0.00%"
"08/28/2023","16.51","16.51","16.51","16.51","0.00%"
"08/25/2023","16.51","16.51","16.51","16.50","0.00%"
"08/24/2023","16.51","16.51","16.51","16.50","0.00%"
"08/23/2023","16.51","16.51","16.53","16.51","0.00%"
"08/22/2023","16.51","16.51","16.51","16.51","0.00%"
"08/21/2023","16.51","16.51","16.51","16.49","9.92%"
"08/18/2023","15.02","15.02","16.51","15.02","0.07%"
"08/17/2023","15.01","15.01","15.01","15.01","3.37%"
"08/16/2023","14.52","14.52","15.00","14.52","0.07%"
"08/15/2023","14.51","14.51","14.51","14.51","3.57%"
"08/14/2023","14.01","14.01","14.50","14.01","-0.07%"
"08/11/2023","14.02","14.02","14.02","14.00","0.07%"
"08/10/2023","14.01","14.01","14.01","14.01","-0.07%"
"08/09/2023","14.02","14.02","14.02","14.01","0.00%"
"08/08/2023","14.02","14.02","14.03","14.02","0.07%"
"08/07/2023","14.01","14.01","14.02","14.01","0.00%"
"08/04/2023","14.01","14.01","14.05","14.01","-0.07%"
"08/03/2023","14.02","14.02","14.02","14.00","0.00%"
"08/02/2023","14.02","14.02","14.02","14.02","0.00%"
"08/01/2023","14.02","14.02","14.02","14.00","0.07%"
"07/31/2023","14.01","14.01","14.02","14.01","-0.07%"
"07/28/2023","14.02","14.02","14.03","14.02","0.00%"
"07/27/2023","14.02","14.02","14.02","13.99","0.07%"
"07/26/2023","14.01","14.01","14.03","14.01","-0.07%"
"07/25/2023","14.02","14.02","14.02","14.01","0.07%"
"07/24/2023","14.01","14.01","14.01","14.00","0.00%"
"07/21/2023","14.01","14.01","14.01","14.01","0.00%"
"07/20/2023","14.01","14.01","14.01","13.99","-3.51%"
"07/19/2023","14.52","14.52","14.52","14.02","0.00%"
"07/18/2023","14.52","14.52","14.52","14.52","3.57%"
"07/17/2023","14.02","14.02","14.52","14.02","0.07%"
"07/14/2023","14.01","14.01","14.01","13.98","-0.07%"
"07/13/2023","14.02","14.02","14.02","14.02","0.00%"
"07/12/2023","14.02","14.02","14.02","14.02","0.00%"
"07/11/2023","14.02","14.02","14.02","14.02","3.77%"
"07/10/2023","13.51","13.51","14.04","13.51","0.00%"
"07/07/2023","13.51","13.51","13.52","13.51","0.07%"
"07/06/2023","13.50","13.50","13.50","13.49","-0.15%"
"07/05/2023","13.52","13.52","13.52","13.50","0.00%"
"07/04/2023","13.52","13.52","13.52","13.52","0.15%"
"07/03/2023","13.50","13.50","13.50","13.50","-0.07%"
"06/30/2023","13.51","13.51","13.51","13.51","0.00%"
"06/29/2023","13.51","13.51","13.51","13.47","0.00%"
"06/28/2023","13.51","13.51","13.53","13.51","0.00%"
"06/27/2023","13.51","13.51","13.51","13.49","-0.15%"
"06/26/2023","13.53","13.53","13.53","13.52","0.07%"
"06/23/2023","13.52","13.52","13.53","13.52","0.07%"
"06/22/2023","13.51","13.51","13.51","13.49","0.00%"
"06/21/2023","13.51","13.51","13.52","13.51","0.00%"
"06/20/2023","13.51","13.51","13.52","13.51","-3.64%"
"06/19/2023","14.02","14.02","14.02","13.50","0.07%"
"06/16/2023","14.01","14.01","14.01","13.99","0.00%"
"06/15/2023","14.01","14.01","14.04","14.01","3.62%"
"06/14/2023","13.52","13.52","14.00","13.52","0.00%"
"06/13/2023","13.52","13.52","13.52","13.48","0.00%"
"06/12/2023","13.52","13.51","13.52","13.51","0.07%"
"06/09/2023","13.51","13.51","13.51","13.49","-0.15%"
"06/08/2023","13.53","14.00","14.00","13.53","-3.36%"
"06/07/2023","14.00","14.02","14.02","14.00","-0.07%"
"06/06/2023","14.01","14.01","14.01","14.01","-0.14%"
"06/05/2023","14.03","13.47","14.03","13.47","4.16%"
"06/02/2023","13.47","13.51","13.51","13.47","-0.44%"
"06/01/2023","13.53","13.50","13.53","13.50","-0.07%"
"05/31/2023","13.54","13.51","13.54","13.51","-3.42%"
"05/30/2023","14.02","14.02","14.02","13.55","0.07%"
"05/29/2023","14.01","14.01","14.01","14.01","0.00%"
"05/26/2023","14.01","14.52","14.52","14.01","-3.25%"
"05/25/2023","14.48","14.00","14.48","14.00","3.21%"
"05/24/2023","14.03","14.03","14.03","14.00","0.07%"
"05/23/2023","14.02","14.02","14.02","14.02","0.07%"
"05/22/2023","14.01","14.03","14.03","14.01","0.07%"
"05/19/2023","14.00","13.71","14.00","13.71","-2.64%"
"05/18/2023","14.38","14.90","14.90","14.38","1.91%"
"05/17/2023","14.11","13.93","14.11","13.93","1.10%"
"05/16/2023","13.96","13.96","14.09","13.96","-0.87%"
"05/15/2023","14.08","14.00","14.08","14.00","0.34%"
"05/12/2023","14.03","14.05","14.07","14.03","-0.13%"
"05/11/2023","14.05","14.07","14.07","14.05","0.14%"
"05/10/2023","14.03","14.05","14.05","14.03","0.07%"
"05/09/2023","14.02","14.02","14.02","14.02","0.00%"
"05/08/2023","14.02","14.02","14.02","14.00","0.21%"
"05/05/2023","13.99","14.01","14.01","13.99","-0.29%"
"05/04/2023","14.03","14.03","14.05","14.03","-6.59%"
"05/03/2023","15.02","15.02","15.02","14.05","0.20%"
"05/02/2023","14.99","14.99","15.07","14.99","-0.13%"
"05/01/2023","15.01","15.01","15.01","14.99","-0.20%"
"04/28/2023","15.04","15.01","15.04","15.01","0.13%"
"04/27/2023","15.02","15.02","15.02","14.99","0.07%"
"04/26/2023","15.01","15.01","15.01","15.00","-0.13%"
"04/25/2023","15.03","15.03","15.07","15.03","0.00%"
"04/24/2023","15.03","15.02","15.03","15.02","0.13%"
"04/21/2023","15.01","15.04","15.04","15.01","-0.20%"
"04/20/2023","15.04","15.02","15.04","15.02","0.13%"
"04/19/2023","15.02","15.02","15.02","15.01","0.00%"
"04/18/2023","15.02","15.02","15.02","15.02","0.00%"
"04/17/2023","15.02","15.02","15.02","14.99","0.20%"
"04/14/2023","14.99","15.02","15.02","14.99","-0.13%"
"04/13/2023","15.01","15.04","15.04","15.01","-0.19%"
"04/12/2023","15.04","15.02","15.04","15.02","0.19%"
"04/11/2023","15.01","15.02","15.02","15.01","-0.07%"
"04/10/2023","15.02","15.03","15.03","15.02","0.00%"
"04/07/2023","15.02","15.02","15.02","15.02","0.00%"
"04/06/2023","15.02","15.03","15.03","15.02","-0.07%"
"04/05/2023","15.03","15.02","15.03","15.02","-0.13%"
"04/04/2023","15.05","15.02","15.05","15.02","0.13%"
"04/03/2023","15.03","16.00","16.00","15.03","-6.24%"
"03/31/2023","16.03","16.02","16.03","16.02","0.06%"
"03/30/2023","16.02","16.01","16.02","16.01","0.00%"
"03/29/2023","16.02","16.01","16.02","16.01","0.06%"
"03/28/2023","16.01","16.03","16.03","16.01","0.25%"
"03/27/2023","15.97","16.01","16.01","15.97","-0.37%"
"03/24/2023","16.03","15.03","16.03","15.03","6.51%"
"03/23/2023","15.05","15.03","15.05","15.03","-0.13%"
"03/22/2023","15.07","15.02","15.07","15.02","0.67%"
"03/21/2023","14.97","15.02","15.02","14.97","-0.13%"
"03/20/2023","14.99","15.00","15.00","14.99","-0.46%"
"03/17/2023","15.06","15.00","15.06","15.00","0.67%"
"03/16/2023","14.96","15.00","15.00","14.96","-0.80%"
"03/15/2023","15.08","15.00","15.08","15.00","0.07%"
"03/14/2023","15.07","15.05","15.07","15.05","-0.26%"
"03/13/2023","15.11","15.02","15.11","15.02","0.20%"
"03/10/2023","15.08","15.04","15.08","15.04","0.33%"
"03/09/2023","15.03","15.01","15.03","15.01","0.13%"
"03/08/2023","15.01","14.99","15.01","14.99","0.13%"
"03/07/2023","14.99","15.01","15.01","14.99","-0.13%"
"03/06/2023","15.01","15.01","15.01","15.01","-0.07%"
"03/03/2023","15.02","15.01","15.02","15.01","0.13%"
"03/02/2023","15.00","15.01","15.01","15.00","0.07%"
"03/01/2023","14.99","15.01","15.01","14.99","-0.13%"
"02/28/2023","15.01","15.01","15.01","15.01","0.00%"
"02/27/2023","15.01","15.01","15.01","15.01","0.20%"
"02/24/2023","14.98","15.01","15.01","14.98","-0.27%"
"02/23/2023","15.02","15.02","15.02","15.02","0.07%"
"02/22/2023","15.01","15.02","15.02","15.01","0.20%"
"02/21/2023","14.98","15.05","15.05","14.98","-0.13%"
"02/20/2023","15.00","15.01","15.01","15.00","-0.13%"
"02/17/2023","15.02","15.01","15.02","15.01","0.00%"
"02/16/2023","15.02","15.02","15.02","15.02","0.07%"
"02/15/2023","15.01","15.02","15.02","15.01","0.20%"
"02/14/2023","14.98","15.02","15.02","14.98","-0.20%"
"02/13/2023","15.01","15.02","15.02","15.01","-0.07%"
"02/10/2023","15.02","15.02","15.02","15.02","0.07%"
"02/09/2023","15.01","15.02","15.02","15.01","-0.07%"
"02/08/2023","15.02","15.02","15.02","15.02","0.00%"
"02/07/2023","15.02","15.02","15.02","15.02","0.27%"
"02/06/2023","14.98","15.01","15.01","14.98","0.00%"
"02/03/2023","14.98","15.02","15.02","14.98","-0.27%"
"02/02/2023","15.02","15.01","15.02","15.01","-0.13%"
"02/01/2023","15.04","15.01","15.04","15.01","0.13%"
"01/31/2023","15.02","15.02","15.02","15.02","0.13%"
"01/30/2023","15.00","15.01","15.01","15.00","-0.07%"
"01/27/2023","15.01","15.01","15.01","15.01","0.00%"
"01/26/2023","15.01","16.02","16.02","15.01","-6.33%"
"01/25/2023","16.02","16.02","16.02","16.02","-15.66%"
"01/20/2023","19.00","19.01","19.01","19.00","-0.05%"
"01/19/2023","19.01","19.01","19.01","19.01","-0.11%"
"01/18/2023","19.03","19.01","19.03","19.01","0.11%"
"01/17/2023","19.01","19.01","19.01","19.01","0.00%"
"01/16/2023","19.01","19.01","19.01","19.01","0.05%"
"01/13/2023","19.00","19.01","19.01","19.00","-0.11%"
"01/12/2023","19.02","19.01","19.02","19.01","0.00%"
"01/11/2023","19.02","19.01","19.02","19.01","0.11%"
"01/10/2023","19.00","19.01","19.01","19.00","-0.11%"
"01/09/2023","19.02","19.01","19.02","19.01","-0.11%"
"01/06/2023","19.04","19.01","19.04","19.01","0.21%"
"01/05/2023","19.00","19.01","19.01","19.00","-0.11%"
"01/04/2023","19.02","19.02","19.02","19.02","0.00%"
"01/03/2023","19.02","19.02","19.02","19.02","0.05%"
"01/02/2023","19.01","19.02","19.02","19.01","0.05%"
"12/30/2022","19.00","19.01","19.01","19.00","-0.05%"
"12/29/2022","19.01","19.01","19.01","19.01","0.00%"
"12/28/2022","19.01","19.01","19.01","19.01","0.05%"
"12/27/2022","19.00","19.01","19.01","19.00","-0.05%"
"12/26/2022","19.01","19.01","19.01","19.01","0.05%"
"12/23/2022","19.00","19.01","19.01","19.00","-0.05%"
"12/22/2022","19.01","19.01","19.01","19.01","0.00%"
"12/21/2022","19.01","19.01","19.01","19.01","0.05%"
"12/20/2022","19.00","19.01","19.01","19.00","0.00%"
"12/19/2022","19.00","19.01","19.01","19.00","-0.05%"
"12/16/2022","19.01","19.01","19.01","19.01","0.00%"
"12/15/2022","19.01","19.01","19.01","19.01","-0.05%"
"12/14/2022","19.02","19.01","19.02","19.01","-0.05%"
"12/13/2022","19.03","19.01","19.03","19.01","0.16%"
"12/12/2022","19.00","19.01","19.01","19.00","5.50%"
"12/09/2022","18.01","18.02","18.02","18.01","0.06%"
"12/08/2022","18.00","18.00","18.00","18.00","-0.17%"
"12/07/2022","18.03","18.01","18.03","18.01","0.06%"
"12/06/2022","18.02","18.01","18.02","18.01","0.17%"
"12/05/2022","17.99","19.00","19.00","17.99","-5.37%"
"12/02/2022","19.01","19.00","19.01","19.00","-0.05%"
"12/01/2022","19.02","19.71","19.71","19.02","-5.00%"
"11/30/2022","20.02","20.01","20.02","20.01","0.10%"
"11/29/2022","20.00","20.01","20.01","20.00","-0.05%"
"11/28/2022","20.01","20.02","20.02","20.01","0.00%"
"11/25/2022","20.01","20.01","20.01","20.01","0.00%"
"11/24/2022","20.01","20.01","20.01","20.01","0.00%"
"11/23/2022","20.01","20.21","20.21","20.01","0.00%"
"11/22/2022","20.01","20.01","20.01","20.01","0.00%"
"11/21/2022","20.01","20.01","20.01","20.01","0.05%"
"11/18/2022","20.00","20.01","20.01","20.00","0.00%"
"11/17/2022","20.00","22.50","22.50","20.00","-11.11%"
"11/16/2022","22.50","22.75","22.75","22.50","-0.04%"
"11/15/2022","22.51","22.50","22.51","22.50","0.04%"
"11/14/2022","22.50","22.50","22.50","22.50","0.00%"
"11/11/2022","22.50","25.00","25.00","22.50","-10.00%"
"11/10/2022","25.00","25.00","25.00","25.00","0.00%"
"11/09/2022","25.00","25.28","25.28","25.00","0.00%"
"11/08/2022","25.00","25.00","25.00","25.00","0.00%"
"11/07/2022","25.00","25.00","25.00","25.00","0.00%"
"11/04/2022","25.00","25.00","25.00","25.00","0.00%"
"11/03/2022","25.00","25.00","25.00","25.00","0.00%"
"11/02/2022","25.00","26.84","26.84","25.00","0.00%"
"11/01/2022","25.00","26.24","26.24","25.00","-4.73%"
"10/31/2022","26.24","26.24","26.24","26.24","-0.04%"
"10/28/2022","26.25","26.24","26.25","26.24","0.04%"
"10/27/2022","26.24","26.24","26.24","26.24","0.00%"
"10/26/2022","26.24","26.24","26.24","26.24","0.00%"
"10/25/2022","26.24","27.49","27.49","26.24","-4.55%"
"10/24/2022","27.49","27.48","27.49","27.48","0.04%"
"10/21/2022","27.48","27.49","27.49","27.48","-0.04%"
"10/20/2022","27.49","27.49","27.49","27.49","-0.04%"
"10/19/2022","27.50","27.49","27.50","27.49","0.04%"
"10/18/2022","27.49","27.49","27.49","27.49","0.04%"
"10/17/2022","27.48","27.49","27.49","27.48","-0.04%"
"10/14/2022","27.49","27.49","27.49","27.49","-0.04%"
"10/13/2022","27.50","27.49","27.50","27.49","0.04%"
"10/12/2022","27.49","27.49","27.49","27.49","0.00%"
"10/11/2022","27.49","27.49","27.49","27.49","9.96%"
"10/10/2022","25.00","25.00","25.00","25.00","0.00%"
"10/07/2022","25.00","25.00","25.00","25.00","0.00%"
"10/06/2022","25.00","25.00","25.00","25.00","0.00%"
"10/05/2022","25.00","22.50","25.00","22.50","11.11%"
"10/04/2022","22.50","22.51","22.51","22.50","-0.04%"
"10/03/2022","22.51","22.50","22.51","22.50","0.04%"
"09/30/2022","22.50","22.50","22.50","22.50","0.00%"
"09/29/2022","22.50","21.00","22.50","21.00","6.99%"
"09/28/2022","21.03","21.01","21.03","21.01","5.10%"
"09/27/2022","20.01","20.01","20.01","20.01","11.17%"
"09/26/2022","18.00","19.99","19.99","18.00","0.00%"
"09/23/2022","18.00","18.01","18.01","18.00","0.06%"
"09/22/2022","17.99","16.99","17.99","16.99","5.76%"
"09/21/2022","17.01","16.01","17.01","16.01","6.31%"
"09/20/2022","16.00","16.01","16.01","16.00","0.00%"
"09/19/2022","16.00","16.01","16.01","16.00","-0.12%"
"09/16/2022","16.02","16.01","16.02","16.01","0.13%"
"09/15/2022","16.00","16.01","16.01","16.00","0.00%"
"09/14/2022","16.00","16.01","16.01","16.00","0.19%"
"09/13/2022","15.97","16.01","16.01","15.97","-0.48%"
"09/12/2022","16.05","16.01","16.05","16.01","0.29%"
"09/09/2022","16.00","16.41","16.41","16.00","-1.05%"
"09/08/2022","16.17","16.01","16.17","16.01","0.00%"
"09/07/2022","16.17","17.01","17.01","16.17","0.37%"
"09/06/2022","16.11","16.41","16.41","16.11","0.31%"
"09/05/2022","16.06","16.01","16.06","16.01","0.19%"
"09/02/2022","16.03","16.01","16.03","16.01","0.19%"
"09/01/2022","16.00","16.00","16.00","16.00","-0.06%"
"08/31/2022","16.01","16.01","16.01","16.01","0.06%"
"08/30/2022","16.00","16.02","16.02","16.00","0.00%"
"08/29/2022","16.00","15.99","16.00","15.99","0.00%"
"08/26/2022","16.00","16.01","16.01","16.00","-0.12%"
"08/25/2022","16.02","16.01","16.02","16.01","0.13%"
"08/24/2022","16.00","15.02","16.00","15.02","6.60%"
"08/23/2022","15.01","15.01","15.01","15.01","0.07%"
"08/22/2022","15.00","15.01","15.01","15.00","0.00%"
"08/19/2022","15.00","15.01","15.01","15.00","-0.13%"
"08/18/2022","15.02","15.02","15.02","15.02","0.20%"
"08/17/2022","14.99","15.01","15.01","14.99","-0.07%"
"08/16/2022","15.00","15.02","15.02","15.00","-0.20%"
"08/15/2022","15.03","15.01","15.03","15.01","0.13%"
"08/12/2022","15.01","16.02","16.02","15.01","-6.19%"
"08/11/2022","16.00","16.01","16.01","16.00","-0.12%"
"08/10/2022","16.02","16.01","16.02","16.01","0.13%"
"08/09/2022","16.00","16.01","16.01","16.00","-0.12%"
"08/08/2022","16.02","16.02","16.02","16.02","0.38%"
"08/05/2022","15.96","16.01","16.01","15.96","-0.37%"
"08/04/2022","16.02","16.01","16.02","16.01","0.06%"
"08/03/2022","16.01","16.03","16.03","16.01","0.25%"
"08/02/2022","15.97","16.02","16.02","15.97","-0.25%"
"08/01/2022","16.01","16.01","16.01","16.01","0.00%"
"07/29/2022","16.01","16.02","16.02","16.01","-0.19%"
"07/28/2022","16.04","16.01","16.04","16.01","0.06%"
"07/27/2022","16.03","17.01","17.01","16.03","-5.76%"
"07/26/2022","17.01","17.01","17.01","17.01","0.06%"
"07/25/2022","17.00","17.01","17.01","17.00","-0.23%"
"07/22/2022","17.04","17.01","17.04","17.01","0.00%"
"07/21/2022","17.04","17.01","17.04","17.01","0.18%"
"07/20/2022","17.01","17.01","17.01","17.01","0.06%"
"07/19/2022","17.00","17.01","17.01","17.00","-0.06%"
"07/18/2022","17.01","17.01","17.01","17.01","-0.06%"
"07/15/2022","17.02","18.01","18.01","17.02","-5.44%"
"07/14/2022","18.00","16.00","18.00","16.00","12.50%"
"07/13/2022","16.00","16.01","16.01","16.00","-0.12%"
"07/12/2022","16.02","16.03","16.03","16.02","-0.06%"
"07/11/2022","16.03","16.51","16.51","16.03","-2.79%"
