"Date","Price","Open","High","Low","Change %"
"02/06/2026","7.25","7.26","7.26","7.25","-0.30%"
"02/05/2026","7.27","7.26","7.27","7.26","3.75%"
"02/04/2026","7.01","7.01","7.01","7.01","0.00%"
"02/03/2026","7.01","7.01","7.01","7.01","-3.38%"
"02/02/2026","7.25","7.26","7.26","7.25","-0.14%"
"01/30/2026","7.26","7.26","7.26","7.26","-0.07%"
"01/29/2026","7.27","7.26","7.27","7.26","3.72%"
"01/28/2026","7.01","7.01","7.01","7.01","-0.11%"
"01/27/2026","7.01","7.26","7.26","7.01","-3.45%"
"01/26/2026","7.27","7.27","7.27","7.27","0.00%"
"01/23/2026","7.26","7.26","7.26","7.26","3.68%"
"01/22/2026","7.01","7.26","7.26","7.01","-3.53%"
"01/21/2026","7.26","7.26","7.26","7.26","0.00%"
"01/20/2026","7.26","7.26","7.26","7.26","-0.07%"
"01/19/2026","7.26","7.26","7.26","7.26","3.70%"
"01/16/2026","7.00","7.01","7.01","7.00","-3.42%"
"01/15/2026","7.25","7.26","7.26","7.25","-0.19%"
"01/14/2026","7.26","7.26","7.26","7.26","-1.68%"
"01/13/2026","7.39","7.39","7.39","7.39","1.83%"
"01/12/2026","7.26","7.26","7.26","7.26","0.00%"
"01/09/2026","7.25","7.26","7.26","7.25","0.00%"
"01/08/2026","7.25","7.26","7.26","7.25","-0.08%"
"01/07/2026","7.26","7.26","7.26","7.26","0.00%"
"01/06/2026","7.26","7.26","7.26","7.26","-0.11%"
"01/05/2026","7.26","7.26","7.26","7.26","-3.26%"
"01/02/2026","7.51","7.51","7.51","7.51","0.00%"
"01/01/2026","7.51","7.51","7.51","7.51","0.09%"
"12/31/2025","7.51","7.51","7.51","7.51","0.00%"
"12/30/2025","7.51","7.51","7.51","7.51","0.00%"
"12/29/2025","7.51","7.76","7.76","7.51","-3.26%"
"12/26/2025","7.77","7.76","7.77","7.76","0.06%"
"12/25/2025","7.76","7.76","7.76","7.76","0.00%"
"12/24/2025","7.76","7.76","7.76","7.76","0.10%"
"12/23/2025","7.76","7.76","7.76","7.76","0.00%"
"12/22/2025","7.76","7.76","7.76","7.76","0.08%"
"12/19/2025","7.75","7.75","7.75","7.75","-0.15%"
"12/18/2025","7.77","7.76","7.77","7.76","0.13%"
"12/17/2025","7.76","7.76","7.76","7.76","-0.10%"
"12/16/2025","7.76","7.76","7.76","7.76","0.00%"
"12/15/2025","7.76","7.76","7.76","7.76","0.12%"
"12/12/2025","7.76","7.76","7.76","7.76","-0.13%"
"12/11/2025","7.76","7.76","7.76","7.76","6.94%"
"12/10/2025","7.26","7.26","7.26","7.26","-6.36%"
"12/09/2025","7.75","7.76","7.76","7.75","0.00%"
"12/08/2025","7.75","7.76","7.76","7.75","0.00%"
"12/05/2025","7.75","7.76","7.76","7.75","-3.16%"
"12/04/2025","8.00","8.26","8.26","8.00","3.08%"
"12/03/2025","7.76","8.26","8.26","7.76","-6.03%"
"12/02/2025","8.26","8.26","8.26","8.26","-2.79%"
"12/01/2025","8.50","8.51","8.51","8.50","6.18%"
"11/28/2025","8.00","8.01","8.01","8.00","-3.10%"
"11/27/2025","8.26","8.26","8.26","8.26","6.47%"
"11/26/2025","7.76","7.76","7.76","7.76","-6.18%"
"11/25/2025","8.27","8.26","8.27","8.26","0.10%"
"11/24/2025","8.26","8.26","8.26","8.26","-3.01%"
"11/21/2025","8.52","8.51","8.52","8.51","6.26%"
"11/20/2025","8.02","8.01","8.02","8.01","-2.95%"
"11/19/2025","8.26","8.26","8.26","8.26","-3.02%"
"11/18/2025","8.52","8.52","8.52","8.52","0.00%"
"11/17/2025","8.51","8.51","8.51","8.51","-0.06%"
"11/12/2025","8.52","8.52","8.52","8.52","-0.06%"
"11/11/2025","8.52","8.76","8.76","8.52","-2.65%"
"11/10/2025","8.76","8.75","8.76","8.75","-0.13%"
"11/07/2025","8.77","8.76","8.77","8.76","-0.15%"
"11/06/2025","8.78","8.76","8.78","8.76","0.32%"
"11/05/2025","8.75","8.77","8.77","8.75","-0.15%"
"11/04/2025","8.76","8.76","8.76","8.76","0.00%"
"11/03/2025","8.76","8.76","8.76","8.76","0.00%"
"10/31/2025","8.76","8.76","8.76","8.76","0.00%"
"10/30/2025","8.76","8.77","8.77","8.76","3.20%"
"10/29/2025","8.49","8.51","8.51","8.49","-3.09%"
"10/28/2025","8.76","8.76","8.76","8.76","0.00%"
"10/27/2025","8.76","8.76","8.76","8.76","2.85%"
"10/24/2025","8.51","8.51","8.51","8.51","0.14%"
"10/23/2025","8.50","8.51","8.51","8.50","-2.98%"
"10/22/2025","8.76","8.76","8.76","8.76","0.00%"
"10/21/2025","8.76","8.76","8.76","8.76","6.08%"
"10/20/2025","8.26","8.26","8.26","8.26","3.25%"
"10/17/2025","8.00","8.02","8.02","8.00","-3.31%"
"10/16/2025","8.28","8.26","8.28","8.26","0.22%"
"10/15/2025","8.26","8.26","8.26","8.26","-3.05%"
"10/14/2025","8.52","8.52","8.52","8.52","0.00%"
"10/13/2025","8.52","8.51","8.52","8.51","-3.02%"
"10/10/2025","8.78","8.76","8.78","8.76","0.23%"
"10/09/2025","8.76","8.76","8.76","8.76","0.00%"
"10/08/2025","8.76","8.76","8.76","8.76","-0.06%"
"10/07/2025","8.77","8.76","8.77","8.76","-2.68%"
"10/06/2025","9.01","9.01","9.01","9.01","2.88%"
"10/03/2025","8.75","8.76","8.76","8.75","-0.08%"
"10/02/2025","8.76","8.76","8.76","8.76","-0.14%"
"10/01/2025","8.77","8.76","8.77","8.76","0.07%"
"09/30/2025","8.77","8.76","8.77","8.76","2.96%"
"09/29/2025","8.52","8.51","8.52","8.51","-2.81%"
"09/26/2025","8.76","8.76","8.76","8.76","0.14%"
"09/25/2025","8.75","8.76","8.76","8.75","0.00%"
"09/24/2025","8.75","8.76","8.76","8.75","14.57%"
"09/23/2025","7.64","7.64","7.64","7.64","-10.17%"
"09/22/2025","8.51","8.43","8.51","8.43","17.20%"
"09/19/2025","7.26","7.26","7.26","7.26","0.00%"
"09/18/2025","7.25","7.26","7.26","7.25","-3.31%"
"09/17/2025","7.50","7.51","7.51","7.50","-0.15%"
"09/16/2025","7.51","7.51","7.51","7.51","3.44%"
"09/15/2025","7.26","7.26","7.26","7.26","-6.33%"
"09/12/2025","7.75","7.76","7.76","7.75","6.79%"
"09/11/2025","7.26","7.26","7.26","7.26","-3.34%"
"09/10/2025","7.51","7.51","7.51","7.51","0.16%"
"09/09/2025","7.50","7.50","7.50","7.50","-3.43%"
"09/08/2025","7.76","8.01","8.01","7.76","-6.13%"
"09/05/2025","8.27","8.26","8.27","8.26","0.07%"
"09/04/2025","8.27","8.26","8.27","8.26","0.00%"
"09/03/2025","8.27","8.26","8.27","8.26","-2.78%"
"09/02/2025","8.50","8.26","8.50","8.26","2.94%"
"09/01/2025","8.26","8.26","8.26","8.26","0.00%"
"08/29/2025","8.26","8.26","8.26","8.26","3.11%"
"08/28/2025","8.01","8.01","8.01","8.01","-0.25%"
"08/27/2025","8.03","8.03","8.03","8.01","0.00%"
"08/26/2025","8.03","8.02","8.03","8.02","0.37%"
"08/25/2025","8.00","8.00","8.00","8.00","-0.62%"
"08/22/2025","8.05","8.01","8.05","8.01","0.63%"
"08/21/2025","8.00","8.01","8.01","8.00","-0.25%"
"08/20/2025","8.02","8.01","8.02","8.01","-0.12%"
"08/19/2025","8.03","8.01","8.03","8.01","0.25%"
"08/18/2025","8.01","8.02","8.02","8.01","0.13%"
"08/15/2025","8.00","8.52","8.52","8.00","-5.88%"
"08/14/2025","8.50","8.52","8.52","8.50","-0.35%"
"08/13/2025","8.53","8.52","8.53","8.52","0.00%"
"08/12/2025","8.53","8.51","8.53","8.51","0.12%"
"08/11/2025","8.52","8.52","8.52","8.52","0.24%"
"08/08/2025","8.50","8.51","8.51","8.50","0.00%"
"08/07/2025","8.50","8.51","8.51","8.50","-0.23%"
"08/06/2025","8.52","8.51","8.52","8.51","0.12%"
"08/05/2025","8.51","8.51","8.51","8.51","-0.12%"
"08/04/2025","8.52","8.50","8.52","8.50","-0.93%"
"08/01/2025","8.60","8.51","8.60","8.51","1.06%"
"07/31/2025","8.51","8.52","8.52","8.51","0.24%"
"07/30/2025","8.49","8.51","8.51","8.49","-0.47%"
"07/29/2025","8.53","8.52","8.53","8.52","0.24%"
"07/28/2025","8.51","8.51","8.51","8.51","-0.12%"
"07/25/2025","8.52","8.52","8.52","8.52","0.24%"
"07/24/2025","8.50","8.51","8.51","8.50","0.00%"
"07/23/2025","8.50","8.51","8.51","8.50","-0.35%"
"07/22/2025","8.53","8.52","8.53","8.52","0.00%"
"07/21/2025","8.53","8.51","8.53","8.51","0.00%"
"07/18/2025","8.53","8.52","8.53","8.52","0.35%"
"07/17/2025","8.50","8.51","8.51","8.50","-0.47%"
"07/16/2025","8.54","8.52","8.54","8.52","0.59%"
"07/15/2025","8.49","8.51","8.51","8.49","-0.24%"
"07/14/2025","8.51","8.52","8.52","8.51","0.12%"
"07/11/2025","8.50","8.51","8.51","8.50","-0.12%"
"07/10/2025","8.51","8.52","8.52","8.51","-0.23%"
"07/09/2025","8.53","8.51","8.53","8.51","0.24%"
"07/08/2025","8.51","8.52","8.52","8.51","0.00%"
"07/07/2025","8.51","8.52","8.52","8.51","-0.12%"
"07/04/2025","8.52","8.52","8.52","8.52","0.47%"
"07/03/2025","8.48","8.52","8.52","8.48","-0.35%"
"07/02/2025","8.51","8.51","8.51","8.51","0.12%"
"07/01/2025","8.50","9.02","9.02","8.50","-5.76%"
"06/30/2025","9.02","9.01","9.02","9.01","0.22%"
"06/27/2025","9.00","9.00","9.00","9.00","-0.44%"
"06/26/2025","9.04","9.02","9.04","9.02","0.22%"
"06/25/2025","9.02","9.01","9.02","9.01","-0.11%"
"06/24/2025","9.03","9.01","9.03","9.01","-0.11%"
"06/23/2025","9.04","9.51","9.51","9.04","-5.14%"
"06/20/2025","9.53","9.52","9.53","9.52","0.11%"
"06/19/2025","9.52","9.01","9.52","9.01","5.43%"
"06/18/2025","9.03","9.01","9.03","9.01","0.00%"
"06/17/2025","9.03","9.03","9.03","9.03","0.22%"
"06/16/2025","9.01","9.51","9.51","9.01","-5.16%"
"06/13/2025","9.50","9.52","9.52","9.50","-0.31%"
"06/12/2025","9.53","10.02","10.02","9.53","-5.08%"
"06/11/2025","10.04","10.01","10.04","10.01","0.20%"
"06/10/2025","10.02","10.01","10.02","10.01","-0.10%"
"06/09/2025","10.03","10.78","10.78","10.03","-6.52%"
"06/06/2025","10.73","10.77","10.77","10.73","-0.19%"
"06/05/2025","10.75","10.76","10.76","10.75","-0.37%"
"06/04/2025","10.79","11.51","11.51","10.79","-6.26%"
"06/03/2025","11.51","12.02","12.02","11.51","-4.08%"
"06/02/2025","12.00","12.52","12.52","12.00","-4.15%"
"05/30/2025","12.52","12.52","12.52","12.52","-0.08%"
"05/29/2025","12.53","12.50","12.53","12.50","0.16%"
"05/28/2025","12.51","12.51","12.51","12.51","-0.08%"
"05/27/2025","12.52","13.02","13.02","12.52","-3.77%"
"05/26/2025","13.01","13.01","13.01","13.01","-0.08%"
"05/23/2025","13.02","12.52","13.02","12.52","3.99%"
"05/22/2025","12.52","12.52","12.52","12.52","0.16%"
"05/21/2025","12.50","12.51","12.51","12.50","-0.16%"
"05/20/2025","12.52","13.01","13.01","12.52","-3.84%"
"05/19/2025","13.02","12.52","13.02","12.52","3.99%"
"05/16/2025","12.52","12.52","12.52","12.52","-0.24%"
"05/15/2025","12.55","12.52","12.55","12.52","0.40%"
"05/14/2025","12.50","12.52","12.52","12.50","-0.08%"
"05/13/2025","12.51","12.52","12.52","12.51","0.24%"
"05/12/2025","12.48","13.01","13.01","12.48","-4.15%"
"05/09/2025","13.02","13.03","13.03","13.02","0.31%"
"05/08/2025","12.98","13.01","13.01","12.98","-0.38%"
"05/07/2025","13.03","13.02","13.03","13.02","0.00%"
"05/06/2025","13.03","13.02","13.03","13.02","0.15%"
"05/05/2025","13.01","13.02","13.02","13.01","0.23%"
"05/02/2025","12.98","13.01","13.01","12.98","-0.08%"
"05/01/2025","12.99","13.01","13.01","12.99","-0.31%"
"04/30/2025","13.03","13.02","13.03","13.02","0.00%"
"04/29/2025","13.03","13.02","13.03","13.02","0.00%"
"04/28/2025","13.03","13.02","13.03","13.02","0.00%"
"04/25/2025","13.03","13.02","13.03","13.02","-0.08%"
"04/24/2025","13.04","13.53","13.53","13.04","-3.48%"
"04/23/2025","13.51","13.52","13.52","13.51","0.00%"
"04/22/2025","13.51","13.52","13.52","13.51","-0.22%"
"04/21/2025","13.54","13.53","13.54","13.53","0.07%"
"04/18/2025","13.53","13.53","13.53","13.53","0.07%"
"04/17/2025","13.52","14.01","14.01","13.52","-3.70%"
"04/16/2025","14.04","13.53","14.04","13.53","3.69%"
"04/15/2025","13.54","13.53","13.54","13.53","-0.15%"
"04/14/2025","13.56","14.03","14.03","13.56","-3.07%"
"04/11/2025","13.99","14.03","14.04","13.99","-0.36%"
"04/10/2025","14.04","14.53","14.53","14.04","-2.90%"
"04/09/2025","14.46","15.00","15.00","14.46","-3.92%"
"04/08/2025","15.05","15.54","15.54","15.05","-2.84%"
"04/07/2025","15.49","15.05","15.49","15.05","2.79%"
"04/04/2025","15.07","14.04","15.07","14.04","7.03%"
"04/03/2025","14.08","13.55","14.08","13.55","4.30%"
"04/02/2025","13.50","14.01","14.01","13.50","-3.78%"
"04/01/2025","14.03","14.02","14.03","14.02","3.77%"
"03/25/2025","13.52","13.52","13.52","13.52","0.22%"
"03/24/2025","13.49","14.51","14.51","13.49","-7.09%"
"03/21/2025","14.52","14.51","14.52","14.51","0.00%"
"03/20/2025","14.52","15.35","15.35","14.52","11.69%"
"03/07/2025","13.00","13.02","13.02","13.00","-0.15%"
"03/06/2025","13.02","12.50","13.02","12.50","4.24%"
"03/05/2025","12.49","12.00","12.49","12.00","4.00%"
"03/04/2025","12.01","12.02","12.02","12.01","0.08%"
"03/03/2025","12.00","12.00","12.02","12.00","-0.25%"
"02/28/2025","12.03","12.03","12.03","12.03","4.52%"
"02/27/2025","11.51","11.51","12.01","11.51","0.09%"
"02/26/2025","11.50","11.50","11.52","11.50","-0.17%"
"02/25/2025","11.52","11.52","11.52","11.52","-4.08%"
"02/24/2025","12.01","12.01","12.01","12.01","-0.08%"
"02/21/2025","12.02","12.02","12.02","12.02","0.00%"
"02/20/2025","12.02","12.02","12.02","12.02","0.00%"
"02/19/2025","12.02","12.02","12.02","12.02","0.08%"
"02/18/2025","12.01","12.01","12.01","12.00","-0.08%"
"02/17/2025","12.02","12.02","12.02","12.02","0.00%"
"02/14/2025","12.02","12.02","12.04","12.02","-7.68%"
"02/13/2025","13.02","13.02","13.02","12.04","-3.70%"
"02/12/2025","13.52","13.52","13.52","12.99","0.00%"
"02/11/2025","13.52","13.52","13.52","13.51","0.00%"
"02/10/2025","13.52","13.52","13.52","13.52","0.07%"
"02/07/2025","13.51","13.51","13.51","13.51","-3.64%"
"02/06/2025","14.02","14.02","14.02","14.02","0.00%"
"02/05/2025","14.02","14.02","14.02","14.02","3.77%"
"02/04/2025","13.51","13.51","13.51","13.51","3.76%"
"02/03/2025","13.02","13.02","13.02","13.02","0.08%"
"01/31/2025","13.01","13.01","13.01","13.01","-0.08%"
"01/30/2025","13.02","13.02","13.02","13.02","0.00%"
"01/29/2025","13.02","13.02","13.02","13.02","0.08%"
"01/28/2025","13.01","13.01","13.01","13.01","-0.08%"
"01/27/2025","13.02","13.02","13.02","13.02","0.00%"
"01/24/2025","13.02","13.02","13.02","13.02","0.00%"
"01/23/2025","13.02","13.02","13.02","13.02","0.08%"
"01/22/2025","13.01","13.01","13.01","13.01","-0.23%"
"01/21/2025","13.04","13.04","13.04","13.02","0.15%"
"01/20/2025","13.02","13.02","13.02","13.02","-3.70%"
"01/17/2025","13.52","13.52","13.52","13.01","0.07%"
"01/16/2025","13.51","13.51","13.53","13.51","-3.64%"
"01/15/2025","14.02","14.02","14.02","13.55","-3.44%"
"01/14/2025","14.52","14.52","14.52","14.02","3.64%"
"01/13/2025","14.01","14.01","14.51","14.01","-0.07%"
"01/10/2025","14.02","14.02","14.02","13.98","0.00%"
"01/09/2025","14.02","14.02","14.02","14.02","0.00%"
"01/08/2025","14.02","14.02","14.02","14.02","0.00%"
"01/07/2025","14.02","14.02","14.02","14.01","0.00%"
"01/06/2025","14.02","14.02","14.02","14.01","0.00%"
"01/03/2025","14.02","14.02","14.02","14.01","3.77%"
"01/02/2025","13.51","13.51","14.01","13.51","-0.07%"
"01/01/2025","13.52","13.52","13.52","13.52","-3.57%"
"12/31/2024","14.02","14.02","14.02","13.52","0.00%"
"12/30/2024","14.02","14.02","14.04","14.02","0.00%"
"12/27/2024","14.02","14.02","14.02","14.02","0.07%"
"12/26/2024","14.01","14.01","14.02","14.01","-0.07%"
"12/25/2024","14.02","14.02","14.02","14.02","0.00%"
"12/24/2024","14.02","14.02","14.02","14.02","0.00%"
"12/23/2024","14.02","14.02","14.02","14.01","0.00%"
"12/20/2024","14.02","14.02","14.02","14.02","12.07%"
"12/19/2024","12.51","12.51","14.02","12.51","-0.08%"
"12/18/2024","12.52","12.52","12.52","12.49","0.00%"
"12/17/2024","12.52","12.52","12.52","12.52","4.16%"
"12/16/2024","12.02","12.02","12.51","12.02","0.00%"
"12/13/2024","12.02","12.02","12.02","12.00","-3.92%"
"12/12/2024","12.51","12.51","12.51","12.01","0.00%"
"12/11/2024","12.51","12.51","12.51","12.51","-0.08%"
"12/10/2024","12.52","12.52","12.52","12.51","0.00%"
"12/09/2024","12.52","12.52","12.52","12.51","0.08%"
"12/06/2024","12.51","12.51","12.53","12.51","0.00%"
"12/05/2024","12.51","12.51","12.51","12.51","-0.08%"
"12/04/2024","12.52","12.52","12.53","12.52","0.08%"
"12/03/2024","12.51","12.51","12.51","12.51","8.69%"
"12/02/2024","11.51","11.51","11.51","11.51","-0.09%"
"11/29/2024","11.52","11.52","11.53","11.52","0.00%"
"11/28/2024","11.52","11.52","11.52","11.52","0.00%"
"11/27/2024","11.52","11.52","11.53","11.52","0.09%"
"11/26/2024","11.51","11.51","11.51","11.51","-0.17%"
"11/25/2024","11.53","11.53","11.55","11.53","4.63%"
"11/22/2024","11.02","11.02","11.51","11.02","0.00%"
"11/21/2024","11.02","11.02","11.02","11.01","0.09%"
"11/20/2024","11.01","11.01","11.01","11.01","9.88%"
"11/19/2024","10.02","10.02","11.02","10.02","0.00%"
"11/18/2024","10.02","10.02","10.03","10.02","0.10%"
"11/15/2024","10.01","10.01","10.03","10.01","0.10%"
"11/14/2024","10.00","10.00","10.00","10.00","-0.20%"
"11/13/2024","10.02","10.02","10.02","10.02","0.20%"
"11/12/2024","10.00","10.00","10.00","10.00","-0.10%"
"11/11/2024","10.01","10.01","10.01","10.01","-0.10%"
"11/08/2024","10.02","10.02","10.02","10.00","0.00%"
"11/07/2024","10.02","10.02","10.05","10.02","5.58%"
"11/06/2024","9.49","9.49","9.98","9.49","-0.32%"
"11/05/2024","9.52","9.52","9.52","9.51","-0.21%"
"11/04/2024","9.54","9.54","9.54","9.54","0.21%"
"11/01/2024","9.52","9.52","9.52","9.50","0.00%"
"10/31/2024","9.52","9.52","9.52","9.52","-0.10%"
"10/30/2024","9.53","9.53","9.53","9.50","0.21%"
"10/29/2024","9.51","9.51","9.53","9.51","0.00%"
"10/28/2024","9.51","9.51","9.51","9.51","-0.11%"
"10/25/2024","9.52","9.52","9.52","9.51","-0.10%"
"10/24/2024","9.53","9.53","9.53","9.53","0.21%"
"10/23/2024","9.51","9.51","9.51","9.50","0.00%"
"10/22/2024","9.51","9.51","9.51","9.51","-0.11%"
"10/21/2024","9.52","9.52","9.52","9.48","0.00%"
"10/18/2024","9.52","9.52","9.53","9.52","-4.90%"
"10/17/2024","10.01","10.01","10.01","10.01","-0.10%"
"10/16/2024","10.02","10.02","10.02","10.02","5.36%"
"10/15/2024","9.51","9.51","10.02","9.51","-0.11%"
"10/14/2024","9.52","9.52","9.52","9.51","0.00%"
"10/11/2024","9.52","9.52","9.53","9.52","-0.10%"
"10/10/2024","9.53","9.50","9.53","9.50","-2.69%"
"10/09/2024","9.79","9.53","9.53","9.53","2.76%"
"10/08/2024","9.53","9.53","9.53","9.53","-4.80%"
"10/07/2024","10.01","10.01","10.01","10.01","-4.85%"
"10/04/2024","10.52","10.52","10.52","9.94","0.00%"
"10/03/2024","10.52","10.52","11.03","10.52","0.00%"
"10/02/2024","10.52","10.52","10.52","10.51","0.00%"
"10/01/2024","10.52","10.52","10.53","10.52","0.00%"
"09/30/2024","10.52","10.52","10.52","10.11","0.00%"
"09/27/2024","10.52","10.52","10.54","10.52","0.00%"
"09/26/2024","10.52","10.52","10.52","10.50","0.10%"
"09/25/2024","10.51","10.51","10.51","10.50","-0.10%"
"09/24/2024","10.52","10.52","10.53","10.52","0.00%"
"09/23/2024","10.52","10.52","10.52","10.20","2.24%"
"09/20/2024","10.29","10.29","10.52","10.29","14.08%"
"09/19/2024","9.02","9.02","9.02","9.02","0.00%"
"09/18/2024","9.02","9.02","9.02","8.65","0.00%"
"09/17/2024","9.02","9.02","9.02","9.00","0.00%"
"09/16/2024","9.02","9.02","9.02","9.02","-0.22%"
"09/13/2024","9.04","9.04","9.04","9.03","0.33%"
"09/12/2024","9.01","9.01","9.01","9.01","-0.11%"
"09/11/2024","9.02","9.02","9.02","9.00","0.11%"
"09/10/2024","9.01","9.01","9.04","9.01","0.00%"
"09/09/2024","9.01","9.01","9.01","9.01","-0.11%"
"09/06/2024","9.02","9.02","9.05","9.02","0.11%"
"09/05/2024","9.01","9.01","9.02","9.01","-0.11%"
"09/04/2024","9.02","9.02","9.05","9.02","-4.65%"
"09/03/2024","9.46","9.01","9.01","9.46","4.88%"
"09/02/2024","9.02","9.02","9.02","9.01","0.11%"
"08/30/2024","9.01","9.01","9.02","8.99","-0.11%"
"08/29/2024","9.02","9.02","9.02","9.01","0.11%"
"08/28/2024","9.01","9.01","9.01","9.01","0.00%"
"08/27/2024","9.01","9.01","9.02","9.01","-0.11%"
"08/26/2024","9.02","9.02","9.02","9.02","-0.33%"
"08/23/2024","9.05","9.05","9.05","9.05","0.44%"
"08/22/2024","9.01","9.01","9.01","8.99","-0.11%"
"08/21/2024","9.02","9.02","9.04","9.02","0.11%"
"08/20/2024","9.01","9.01","9.04","9.01","0.00%"
"08/19/2024","9.01","9.01","9.01","9.01","-0.11%"
"08/16/2024","9.02","9.02","9.02","9.02","-2.70%"
"08/15/2024","9.27","9.27","9.27","8.97","0.11%"
"08/14/2024","9.26","9.26","9.26","9.26","-0.11%"
"08/13/2024","9.27","9.27","9.28","9.27","0.11%"
"08/12/2024","9.26","9.26","9.28","9.26","2.66%"
"08/09/2024","9.02","9.02","9.27","9.02","-10.16%"
"08/08/2024","10.04","10.04","10.04","9.00","-4.38%"
"08/07/2024","10.50","10.50","10.50","10.00","0.10%"
"08/06/2024","10.49","10.49","10.49","10.48","4.59%"
"08/05/2024","10.03","10.03","10.52","10.03","0.10%"
"08/02/2024","10.02","10.02","10.10","10.02","0.10%"
"08/01/2024","10.01","10.01","10.05","10.01","0.00%"
"07/31/2024","10.01","10.01","10.03","10.01","0.00%"
"07/30/2024","10.01","10.01","10.03","10.01","-0.10%"
"07/29/2024","10.02","10.02","10.02","10.02","0.00%"
"07/26/2024","10.02","10.02","10.03","10.02","5.14%"
"07/25/2024","9.53","9.53","10.02","9.53","0.11%"
"07/24/2024","9.52","9.52","9.52","9.52","0.00%"
"07/23/2024","9.52","9.52","9.52","9.52","0.00%"
"07/22/2024","9.52","9.52","9.52","9.51","0.11%"
"07/19/2024","9.51","9.51","9.51","9.50","0.00%"
"07/18/2024","9.51","9.51","9.51","9.50","0.00%"
"07/17/2024","9.51","9.51","9.52","9.51","-0.11%"
"07/16/2024","9.52","9.52","9.52","9.51","0.11%"
"07/15/2024","9.51","9.51","9.51","9.51","0.00%"
"07/12/2024","9.51","9.51","9.52","9.51","-0.11%"
"07/11/2024","9.52","9.52","9.56","9.52","0.11%"
"07/10/2024","9.51","9.51","9.52","9.51","-0.11%"
"07/09/2024","9.52","9.52","9.52","9.52","-4.90%"
"07/08/2024","10.01","10.01","10.01","9.51","-0.10%"
"07/05/2024","10.02","10.02","10.05","10.02","0.00%"
"07/04/2024","10.02","10.02","10.02","10.02","0.10%"
"07/03/2024","10.01","10.01","10.04","10.01","-0.20%"
"07/02/2024","10.03","10.03","10.03","10.03","-8.98%"
"07/01/2024","11.02","11.02","11.02","10.00","0.09%"
"06/28/2024","11.01","11.01","11.01","11.01","0.00%"
"06/27/2024","11.01","11.01","11.03","11.01","0.00%"
"06/26/2024","11.01","11.01","11.01","10.99","-0.09%"
"06/25/2024","11.02","11.02","11.02","11.01","0.00%"
"06/24/2024","11.02","11.02","11.02","11.02","0.09%"
"06/21/2024","11.01","11.01","11.02","11.01","0.09%"
"06/20/2024","11.00","11.00","11.01","11.00","-0.09%"
"06/19/2024","11.01","11.01","11.01","11.01","-8.40%"
"06/18/2024","12.02","12.02","12.02","11.04","0.08%"
"06/17/2024","12.01","12.01","12.01","12.01","33.30%"
"06/14/2024","9.01","9.01","12.02","9.01","-36.99%"
"06/13/2024","14.30","14.30","14.30","10.05","50.37%"
"06/12/2024","9.51","9.51","9.51","9.05","5.43%"
"06/11/2024","9.02","9.02","9.54","9.02","5.99%"
"06/10/2024","8.51","8.51","9.01","8.51","0.00%"
"06/07/2024","8.51","8.51","8.51","8.45","0.00%"
"06/06/2024","8.51","8.51","8.52","8.51","0.00%"
"06/05/2024","8.51","8.51","8.53","8.51","3.03%"
"06/04/2024","8.26","8.26","8.54","8.26","-3.05%"
"06/03/2024","8.52","8.52","8.52","8.29","-33.54%"
"05/31/2024","12.82","12.82","12.82","8.53","0.00%"
"05/30/2024","12.82","12.82","12.82","8.53","50.82%"
"05/29/2024","8.50","8.50","8.50","8.49","-0.12%"
"05/28/2024","8.51","8.51","8.51","8.49","0.00%"
"05/27/2024","8.51","8.51","8.52","8.51","-0.12%"
"05/24/2024","8.52","8.52","8.52","8.51","-5.44%"
"05/23/2024","9.01","9.01","9.01","8.49","0.00%"
"05/22/2024","9.01","9.01","9.01","9.00","-10.70%"
"05/21/2024","10.09","10.09","10.09","9.02","0.70%"
"05/20/2024","10.02","10.02","10.02","9.01","0.00%"
"05/17/2024","10.02","10.02","10.02","10.00","-0.10%"
"05/16/2024","10.03","10.03","10.03","10.00","60.22%"
"05/15/2024","6.26","6.26","10.06","6.26","-37.52%"
"05/14/2024","10.02","10.02","10.03","10.02","0.00%"
"05/13/2024","10.02","10.02","10.02","10.02","0.00%"
"05/10/2024","10.02","10.02","10.02","10.00","0.10%"
"05/09/2024","10.01","10.01","10.03","10.01","0.00%"
"05/08/2024","10.01","10.01","10.01","10.01","-0.10%"
"05/07/2024","10.02","10.02","10.02","10.02","0.00%"
"05/06/2024","10.02","10.02","10.02","10.02","0.00%"
"05/03/2024","10.02","10.02","10.05","10.02","-4.84%"
"05/02/2024","10.53","10.53","10.53","10.05","-0.19%"
"05/01/2024","10.55","10.52","10.55","10.52","0.57%"
"04/30/2024","10.49","10.52","10.52","10.49","-0.29%"
"04/29/2024","10.52","10.52","10.53","10.52","0.00%"
"04/26/2024","10.52","10.52","10.52","10.52","0.19%"
"04/25/2024","10.50","10.50","10.50","10.49","-0.10%"
"04/24/2024","10.51","10.51","10.51","10.50","-0.10%"
"04/23/2024","10.52","10.52","10.53","10.52","0.10%"
"04/22/2024","10.51","10.51","10.52","10.51","-0.28%"
"04/19/2024","10.54","10.54","10.54","10.52","0.19%"
"04/18/2024","10.52","10.52","10.52","10.50","0.10%"
"04/17/2024","10.51","10.51","10.54","10.51","-0.10%"
