country,date,sentiment_gdelt,sentiment_climatebert,sentiment_std,article_count,pct_positive,pct_negative
Indonesia,2023-08-12,-0.03376566933110555,0.0,0.5214591359142726,18,0.4444444444444444,0.5555555555555556
Indonesia,2023-08-13,0.04290600133345765,0.0,0.5660978484550909,32,0.375,0.59375
Indonesia,2023-08-14,-0.043485414375952505,0.0,0.37110539724782354,57,0.5087719298245614,0.47368421052631576
Indonesia,2023-08-15,-0.16564394336272187,0.0,0.4185018729514873,45,0.35555555555555557,0.6222222222222222
Indonesia,2023-08-16,0.006850800601360681,0.0,0.43215749663002057,34,0.47058823529411764,0.4117647058823529
Indonesia,2023-08-17,0.03540759155997961,0.0,0.4122665061130427,17,0.47058823529411764,0.5294117647058824
Indonesia,2023-08-18,-0.11911800060054728,0.0,0.4304296682594834,30,0.4,0.5666666666666667
Indonesia,2023-08-19,0.12759343181677738,0.0,0.42348262203221926,14,0.6428571428571429,0.35714285714285715
Indonesia,2023-08-20,0.1932012538201752,0.0,0.4560284748048758,20,0.7,0.25
Indonesia,2023-08-21,0.02120220328914054,0.0,0.38810586844183187,21,0.5238095238095238,0.47619047619047616
Indonesia,2023-08-22,-0.06323593349883579,0.0,0.420325733304099,27,0.5185185185185185,0.48148148148148145
Indonesia,2023-08-23,-0.024689399895984416,0.0,0.4288672018644181,35,0.6,0.37142857142857144
Indonesia,2023-08-24,0.05533250625215728,0.0,0.4006412578446633,31,0.5806451612903226,0.3548387096774194
Indonesia,2023-08-25,-0.09632796236871594,0.0,0.42470912770402564,29,0.4482758620689655,0.5172413793103449
Indonesia,2023-08-26,-0.07391768951731212,0.0,0.4240966409883906,31,0.45161290322580644,0.5161290322580645
Indonesia,2023-08-27,0.04936583083614874,0.0,0.45661425427895,22,0.4090909090909091,0.5
Indonesia,2023-08-28,-0.2624577382713465,0.0,0.42215254802007746,30,0.26666666666666666,0.6666666666666666
Indonesia,2023-08-29,-0.12751227469973744,0.0,0.44363641165101864,28,0.39285714285714285,0.6071428571428571
Indonesia,2023-08-30,-0.02853843572826823,0.0,0.46549266577535214,32,0.5,0.46875
Indonesia,2023-08-31,0.03847375455546002,0.0,0.3872542365189926,35,0.5714285714285714,0.42857142857142855
Indonesia,2023-09-01,-0.005546976726793983,0.0,0.4252822409524794,38,0.5263157894736842,0.39473684210526316
Indonesia,2023-09-02,0.010485368278738288,0.0,0.43764323958085743,25,0.52,0.4
Indonesia,2023-09-03,0.0863269039011639,0.0,0.35225609252607365,32,0.5625,0.40625
Indonesia,2023-09-04,0.031046991177331403,0.0,0.33377004818212413,41,0.5365853658536586,0.4146341463414634
Indonesia,2023-09-05,-0.011097678631228678,0.0,0.4379889863084103,52,0.46153846153846156,0.5
Indonesia,2023-09-06,0.12412543733280001,0.0,0.34392140298600254,52,0.6923076923076923,0.25
Indonesia,2023-09-07,-0.10849207023444701,0.0,0.4069705809949425,49,0.5306122448979592,0.46938775510204084
Indonesia,2023-09-08,-0.08817050840732457,0.0,0.4806074543097433,52,0.46153846153846156,0.5192307692307693
Indonesia,2023-09-09,-0.13978262163623123,0.0,0.4123819762451877,23,0.30434782608695654,0.6956521739130435
Indonesia,2023-09-10,0.03947343542021846,0.0,0.4226745418392682,27,0.48148148148148145,0.4444444444444444
Indonesia,2023-09-11,-0.04348045403319329,0.0,0.3399561459408689,43,0.4186046511627907,0.5348837209302325
Indonesia,2023-09-12,-0.08646490768103518,0.0,0.48783252361096086,28,0.42857142857142855,0.5714285714285714
Indonesia,2023-09-13,-0.06105090511017491,0.0,0.397062903332227,37,0.5135135135135135,0.4594594594594595
Indonesia,2023-09-14,-0.15306448614441193,0.0,0.37646885303269184,37,0.2972972972972973,0.6216216216216216
Indonesia,2023-09-15,-0.08987133447307023,0.0,0.37162557539477864,35,0.4,0.5714285714285714
Indonesia,2023-09-16,0.08630842425694274,0.0,0.3414663228730363,26,0.6153846153846154,0.34615384615384615
Indonesia,2023-09-17,0.14691812277209512,0.0,0.37808719646231215,21,0.6190476190476191,0.2857142857142857
Indonesia,2023-09-18,-0.09713109817767941,0.0,0.5046788214419876,27,0.4444444444444444,0.5555555555555556
Indonesia,2023-09-19,-0.042081430366642365,0.0,0.4559023269538134,28,0.5,0.5
Indonesia,2023-09-20,-0.044291086611444104,0.0,0.4284246470705179,43,0.46511627906976744,0.5348837209302325
Indonesia,2023-09-21,0.02505249935752212,0.0,0.3565693383197795,38,0.5526315789473685,0.3684210526315789
Indonesia,2023-09-22,-0.051301155386589734,0.0,0.38706214467484296,32,0.46875,0.5
Indonesia,2023-09-23,0.08942261162090949,0.0,0.417010438526122,15,0.6,0.4
Indonesia,2023-09-24,-0.007431304029692642,0.0,0.35705996436855447,20,0.6,0.4
Indonesia,2023-09-25,-0.07802387751743203,0.0,0.46478785675988243,31,0.45161290322580644,0.5161290322580645
Indonesia,2023-09-26,0.04824984266365902,0.0,0.2656597761608276,27,0.6296296296296297,0.3333333333333333
Indonesia,2023-09-27,-0.07328128821447087,0.0,0.38589358293933307,43,0.4186046511627907,0.5348837209302325
Indonesia,2023-09-28,-0.016031226991710203,0.0,0.5293483991071132,16,0.5,0.5
Indonesia,2023-09-29,0.0853063671588191,0.0,0.3494402035430163,35,0.6285714285714286,0.3142857142857143
Indonesia,2023-09-30,0.04370835989690066,0.0,0.3098584233716528,27,0.5555555555555556,0.4074074074074074
Indonesia,2023-10-01,-0.051407788796709826,0.0,0.38929432513577306,24,0.4166666666666667,0.5833333333333334
Indonesia,2023-10-02,-0.016115890889421072,0.0,0.43329911315982467,36,0.4444444444444444,0.4444444444444444
Indonesia,2023-10-03,-0.14176742088865874,0.0,0.2721895240832989,35,0.2571428571428571,0.6857142857142857
Indonesia,2023-10-04,-0.00010457599076330275,0.0,0.3691957735708103,41,0.5121951219512195,0.4634146341463415
Indonesia,2023-10-05,0.04086327042372407,0.0,0.3809586022075277,46,0.5652173913043478,0.3695652173913043
Indonesia,2023-10-06,-0.016066917721716614,0.0,0.4190957886901117,34,0.4411764705882353,0.5588235294117647
Indonesia,2023-10-07,-0.13695035171120393,0.0,0.5689379051253026,16,0.375,0.625
Indonesia,2023-10-08,-0.28508829251960427,0.0,0.4526991376162002,19,0.3157894736842105,0.6842105263157895
Indonesia,2023-10-09,-0.08559075642804784,0.0,0.38704422837557334,28,0.32142857142857145,0.6071428571428571
Indonesia,2023-10-10,-0.010266536828134425,0.0,0.40950607460780925,39,0.4358974358974359,0.4358974358974359
Indonesia,2023-10-11,0.009237206537021148,0.0,0.28865219770525874,36,0.5,0.4722222222222222
Indonesia,2023-10-12,-0.04784003845294755,0.0,0.44082375388931194,33,0.5454545454545454,0.45454545454545453
Indonesia,2023-10-13,-0.06999285367063063,0.0,0.3586188832926337,41,0.43902439024390244,0.4878048780487805
Indonesia,2023-10-14,0.04636198046277218,0.0,0.3805101132561852,27,0.48148148148148145,0.4444444444444444
Indonesia,2023-10-15,0.31352412579487743,0.0,0.30597927939998937,15,0.8666666666666667,0.13333333333333333
Indonesia,2023-10-16,-0.015734192558343508,0.0,0.370332907564099,27,0.48148148148148145,0.48148148148148145
Indonesia,2023-10-17,0.09190790213482587,0.0,0.3793531986019099,47,0.6595744680851063,0.2978723404255319
Indonesia,2023-10-18,0.1262990448109148,0.0,0.4250742431410797,32,0.59375,0.375
Indonesia,2023-10-19,0.009541767019217221,0.0,0.3526226253158376,42,0.47619047619047616,0.47619047619047616
Indonesia,2023-10-20,0.09197158031342394,0.0,0.3794555569387146,25,0.6,0.4
Indonesia,2023-10-21,0.10162109948901016,0.0,0.42198540530415396,23,0.6086956521739131,0.391304347826087
Indonesia,2023-10-22,0.2215792679211539,0.0,0.4015364314486406,39,0.6410256410256411,0.28205128205128205
Indonesia,2023-10-23,0.012270233775938534,0.0,0.34897773498233586,35,0.6,0.37142857142857144
Indonesia,2023-10-24,0.04554034811526518,0.0,0.3437318458583724,45,0.5777777777777777,0.35555555555555557
Indonesia,2023-10-25,0.029697846679890543,0.0,0.42270187764465555,41,0.4634146341463415,0.5365853658536586
Indonesia,2023-10-26,-0.06936850738374131,0.0,0.3895093051298103,28,0.42857142857142855,0.5
Indonesia,2023-10-27,-0.08407289444751388,0.0,0.30606532718824414,28,0.35714285714285715,0.6071428571428571
Indonesia,2023-10-28,0.11948225887600325,0.0,0.39650036880014244,20,0.7,0.3
Indonesia,2023-10-29,0.07445792593036064,0.0,0.4378144243974692,31,0.6451612903225806,0.3225806451612903
Indonesia,2023-10-30,-0.026485460265944297,0.0,0.3429315829552492,30,0.5333333333333333,0.43333333333333335
