"Date","Price","Open","High","Low","Vol.","Change %"
"05/16/2023","6.8534","6.8489","6.8594","6.8283","","0.08%"
"05/15/2023","6.8476","6.8561","6.8668","6.8380","","-0.21%"
"05/12/2023","6.8623","6.8225","6.8653","6.8102","","0.59%"
"05/11/2023","6.8221","6.7801","6.8340","6.7705","","0.63%"
"05/10/2023","6.7796","6.7912","6.8070","6.7661","","-0.16%"
"05/09/2023","6.7908","6.7674","6.8042","6.7659","","0.36%"
"05/08/2023","6.7665","6.7550","6.7700","6.7376","","0.08%"
"05/05/2023","6.7609","6.7649","6.7940","6.7414","","-0.05%"
"05/04/2023","6.7640","6.7350","6.7812","6.7178","","0.44%"
"05/03/2023","6.7342","6.7766","6.7793","6.7173","","-0.62%"
"05/02/2023","6.7760","6.7905","6.8120","6.7706","","-0.20%"
"05/01/2023","6.7899","6.7535","6.7983","6.7530","","0.37%"
"04/28/2023","6.7649","6.7586","6.7997","6.7481","","0.11%"
"04/27/2023","6.7577","6.7508","6.7814","6.7380","","0.12%"
"04/26/2023","6.7494","6.7919","6.7958","6.7171","","-0.62%"
"04/25/2023","6.7915","6.7472","6.7987","6.7347","","0.67%"
"04/24/2023","6.7466","6.7809","6.7953","6.7447","","-0.51%"
"04/21/2023","6.7810","6.7931","6.8142","6.7776","","-0.18%"
"04/20/2023","6.7929","6.8030","6.8161","6.7811","","-0.12%"
"04/19/2023","6.8013","6.7913","6.8260","6.7839","","0.17%"
"04/18/2023","6.7897","6.8196","6.8225","6.7851","","-0.43%"
"04/17/2023","6.8190","6.7803","6.8309","6.7729","","0.65%"
"04/14/2023","6.7750","6.7448","6.7906","6.7262","","0.46%"
"04/13/2023","6.7441","6.7786","6.7881","6.7322","","-0.50%"
"04/12/2023","6.7783","6.8282","6.8289","6.7736","","-0.72%"
"04/11/2023","6.8276","6.8616","6.8621","6.8169","","-0.47%"
"04/10/2023","6.8601","6.8330","6.8804","6.8236","","0.42%"
"04/07/2023","6.8315","6.8225","6.8503","6.8213","","0.15%"
"04/06/2023","6.8216","6.8303","6.8451","6.8117","","-0.13%"
"04/05/2023","6.8304","6.7997","6.8415","6.7920","","0.46%"
"04/04/2023","6.7988","6.8334","6.8444","6.7878","","-0.49%"
"04/03/2023","6.8326","6.8678","6.9047","6.8240","","-0.55%"
"03/31/2023","6.8705","6.8293","6.8748","6.8169","","0.61%"
"03/30/2023","6.8291","6.8693","6.8813","6.8168","","-0.57%"
"03/29/2023","6.8681","6.8697","6.8878","6.8534","","-0.01%"
"03/28/2023","6.8688","6.9015","6.9025","6.8670","","-0.45%"
"03/27/2023","6.8999","6.9247","6.9352","6.8991","","-0.36%"
"03/24/2023","6.9248","6.8772","6.9548","6.8728","","0.69%"
"03/23/2023","6.8772","6.8592","6.8822","6.8128","","0.27%"
"03/22/2023","6.8586","6.9159","6.9215","6.8229","","-0.81%"
"03/21/2023","6.9143","6.9422","6.9549","6.9019","","-0.40%"
"03/20/2023","6.9418","6.9804","7.0031","6.9377","","-0.54%"
"03/17/2023","6.9793","7.0164","7.0187","6.9678","","-0.52%"
"03/16/2023","7.0157","7.0390","7.0589","7.0004","","-0.31%"
"03/15/2023","7.0376","6.9369","7.0798","6.9201","","1.45%"
"03/14/2023","6.9368","6.9373","6.9723","6.9259","","0.00%"
"03/13/2023","6.9371","6.9940","6.9962","6.9261","","-0.82%"
"03/10/2023","6.9945","7.0325","7.0388","6.9556","","-0.54%"
"03/09/2023","7.0324","7.0574","7.0615","7.0262","","-0.34%"
"03/08/2023","7.0563","7.0553","7.0721","7.0371","","0.03%"
"03/07/2023","7.0541","6.9675","7.0573","6.9587","","1.26%"
"03/06/2023","6.9665","7.0040","7.0091","6.9591","","-0.42%"
"03/03/2023","6.9962","7.0228","7.0292","6.9947","","-0.36%"
"03/02/2023","7.0216","6.9745","7.0360","6.9721","","0.68%"
"03/01/2023","6.9740","7.0380","7.0450","6.9609","","-0.89%"
"02/28/2023","7.0368","7.0160","7.0394","6.9920","","0.30%"
"02/27/2023","7.0158","7.0575","7.0665","7.0083","","-0.60%"
"02/24/2023","7.0584","7.0258","7.0651","7.0144","","0.45%"
"02/23/2023","7.0266","7.0209","7.0379","7.0047","","0.10%"
"02/22/2023","7.0197","6.9919","7.0240","6.9812","","0.41%"
"02/21/2023","6.9913","6.9674","6.9985","6.9585","","0.33%"
"02/20/2023","6.9685","6.9668","6.9791","6.9566","","0.10%"
"02/17/2023","6.9615","6.9770","7.0165","6.9592","","-0.22%"
"02/16/2023","6.9766","6.9716","6.9910","6.9499","","0.09%"
"02/15/2023","6.9705","6.9397","6.9893","6.9352","","0.46%"
"02/14/2023","6.9389","6.9479","6.9608","6.8964","","-0.13%"
"02/13/2023","6.9479","6.9760","6.9901","6.9432","","-0.37%"
"02/10/2023","6.9738","6.9305","6.9826","6.9226","","0.64%"
"02/09/2023","6.9295","6.9446","6.9470","6.8960","","-0.20%"
"02/08/2023","6.9433","6.9370","6.9468","6.9163","","0.10%"
"02/07/2023","6.9365","6.9386","6.9756","6.9121","","-0.03%"
"02/06/2023","6.9385","6.8959","6.9496","6.8925","","0.64%"
"02/03/2023","6.8945","6.8208","6.8986","6.8041","","1.09%"
"02/02/2023","6.8199","6.7690","6.8341","6.7420","","0.75%"
"02/01/2023","6.7689","6.8481","6.8555","6.7629","","-1.14%"
"01/31/2023","6.8467","6.8550","6.8869","6.8401","","-0.11%"
"01/30/2023","6.8545","6.8449","6.8629","6.8150","","0.17%"
"01/27/2023","6.8429","6.8283","6.8636","6.8229","","0.22%"
"01/26/2023","6.8276","6.8144","6.8552","6.8063","","0.20%"
"01/25/2023","6.8142","6.8326","6.8508","6.8096","","-0.26%"
"01/24/2023","6.8320","6.8423","6.8660","6.8260","","-0.16%"
"01/23/2023","6.8428","6.8540","6.8591","6.8085","","-0.13%"
"01/20/2023","6.8520","6.8692","6.8867","6.8510","","-0.24%"
"01/19/2023","6.8685","6.8921","6.9005","6.8625","","-0.34%"
"01/18/2023","6.8920","6.8943","6.9096","6.8335","","-0.03%"
"01/17/2023","6.8941","6.8731","6.9039","6.8439","","0.29%"
"01/16/2023","6.8739","6.8670","6.8879","6.8409","","0.09%"
"01/13/2023","6.8674","6.8539","6.9005","6.8439","","0.20%"
"01/12/2023","6.8534","6.9142","6.9316","6.8449","","-0.87%"
"01/11/2023","6.9138","6.9291","6.9349","6.9016","","-0.22%"
"01/10/2023","6.9288","6.9310","6.9433","6.9124","","-0.01%"
"01/09/2023","6.9297","6.9875","6.9907","6.9112","","-0.82%"
"01/06/2023","6.9867","7.0678","7.0943","6.9844","","-1.14%"
"01/05/2023","7.0672","7.0135","7.0733","6.9950","","0.78%"
"01/04/2023","7.0128","7.0508","7.0557","6.9929","","-0.53%"
"01/03/2023","7.0503","6.9716","7.0701","6.9613","","1.14%"
"01/02/2023","6.9709","6.9488","6.9833","6.9446","","0.35%"
"12/30/2022","6.9467","6.9750","6.9903","6.9406","","-0.39%"
"12/29/2022","6.9741","7.0076","7.0083","6.9558","","-0.46%"
"12/28/2022","7.0066","6.9897","7.0110","6.9665","","0.25%"
"12/27/2022","6.9893","6.9921","7.0083","6.9697","","-0.04%"
"12/26/2022","6.9920","7.0055","7.0129","6.9905","","-0.19%"
"12/23/2022","7.0053","7.0183","7.0250","6.9934","","-0.17%"
"12/22/2022","7.0170","7.0117","7.0338","6.9774","","0.07%"
"12/21/2022","7.0123","7.0025","7.0230","6.9871","","0.15%"
"12/20/2022","7.0020","7.0130","7.0317","6.9791","","-0.16%"
"12/19/2022","7.0131","7.0233","7.0343","6.9787","","-0.18%"
"12/16/2022","7.0258","6.9985","7.0270","6.9748","","0.41%"
"12/15/2022","6.9973","6.9629","7.0224","6.9292","","0.49%"
"12/14/2022","6.9632","6.9961","7.0050","6.9555","","-0.46%"
"12/13/2022","6.9955","7.0582","7.0658","6.9698","","-0.88%"
"12/12/2022","7.0573","7.0626","7.0795","7.0296","","-0.06%"
"12/09/2022","7.0613","7.0468","7.0797","7.0247","","0.22%"
"12/08/2022","7.0457","7.0811","7.0907","7.0402","","-0.48%"
"12/07/2022","7.0794","7.1063","7.1224","7.0504","","-0.35%"
"12/06/2022","7.1045","7.0889","7.1111","7.0615","","0.23%"
"12/05/2022","7.0880","7.0588","7.0969","7.0191","","0.48%"
"12/02/2022","7.0538","7.0657","7.1320","7.0526","","-0.16%"
"12/01/2022","7.0650","7.1461","7.1557","7.0603","","-1.13%"
"11/30/2022","7.1459","7.1996","7.2287","7.1313","","-0.74%"
"11/29/2022","7.1989","7.1923","7.2066","7.1544","","0.11%"
"11/28/2022","7.1913","7.1541","7.1987","7.0845","","0.54%"
"11/25/2022","7.1527","7.1430","7.1818","7.1302","","0.16%"
"11/24/2022","7.1412","7.1536","7.1634","7.1170","","-0.17%"
"11/23/2022","7.1535","7.2178","7.2235","7.1469","","-0.89%"
"11/22/2022","7.2178","7.2621","7.2636","7.2146","","-0.60%"
"11/21/2022","7.2614","7.2044","7.2753","7.1974","","0.81%"
"11/18/2022","7.2034","7.1762","7.2115","7.1547","","0.39%"
"11/17/2022","7.1753","7.1561","7.2182","7.1478","","0.28%"
"11/16/2022","7.1552","7.1861","7.2002","7.1259","","-0.44%"
"11/15/2022","7.1865","7.2033","7.2354","7.0981","","-0.23%"
"11/14/2022","7.2028","7.1846","7.2420","7.1746","","0.28%"
"11/11/2022","7.1829","7.2867","7.3199","7.1772","","-1.42%"
"11/10/2022","7.2860","7.4286","7.4870","7.2775","","-1.91%"
"11/09/2022","7.4277","7.3844","7.4440","7.3730","","0.60%"
"11/08/2022","7.3835","7.4225","7.4590","7.3672","","-0.51%"
"11/07/2022","7.4216","7.4719","7.5092","7.4132","","-0.68%"
"11/04/2022","7.4722","7.6334","7.6383","7.4659","","-2.11%"
"11/03/2022","7.6329","7.5818","7.6491","7.5635","","0.69%"
"11/02/2022","7.5807","7.5365","7.5856","7.4601","","0.58%"
"11/01/2022","7.5372","7.5338","7.5555","7.4788","","0.06%"
"10/31/2022","7.5328","7.4739","7.5410","7.4685","","0.86%"
"10/28/2022","7.4684","7.4675","7.4978","7.4412","","0.02%"
"10/27/2022","7.4667","7.3772","7.4725","7.3687","","1.23%"
"10/26/2022","7.3763","7.4636","7.4816","7.3725","","-1.15%"
"10/25/2022","7.4623","7.5331","7.5531","7.4550","","-0.94%"
"10/24/2022","7.5333","7.5427","7.5848","7.5140","","-0.11%"
"10/21/2022","7.5414","7.6003","7.6645","7.5372","","-0.77%"
"10/20/2022","7.6000","7.6117","7.6262","7.5545","","-0.14%"
"10/19/2022","7.6110","7.5454","7.6243","7.5354","","0.88%"
"10/18/2022","7.5445","7.5573","7.5809","7.5328","","-0.15%"
"10/17/2022","7.5560","7.6513","7.6530","7.5488","","-1.22%"
"10/14/2022","7.6497","7.6065","7.6611","7.5837","","0.58%"
"10/13/2022","7.6057","7.6668","7.7219","7.5850","","-0.77%"
"10/12/2022","7.6650","7.6645","7.6947","7.6410","","0.04%"
"10/11/2022","7.6622","7.6653","7.6906","7.6100","","-0.04%"
"10/10/2022","7.6651","7.6351","7.6828","7.6267","","0.36%"
"10/07/2022","7.6377","7.5980","7.6480","7.5774","","0.53%"
"10/06/2022","7.5977","7.5251","7.6006","7.4934","","0.97%"
"10/05/2022","7.5245","7.4478","7.5637","7.4412","","1.03%"
"10/04/2022","7.4477","7.5692","7.5841","7.4380","","-1.60%"
"10/03/2022","7.5688","7.5853","7.6251","7.5539","","-0.20%"
"09/30/2022","7.5838","7.5770","7.6391","7.5467","","0.11%"
"09/29/2022","7.5752","7.6394","7.7177","7.5754","","-0.82%"
"09/28/2022","7.6378","7.7516","7.7985","7.6265","","-1.47%"
"09/27/2022","7.7514","7.7393","7.7721","7.6907","","0.17%"
"09/26/2022","7.7383","7.6911","7.7830","7.6584","","0.87%"
"09/23/2022","7.6719","7.5603","7.6926","7.5479","","1.50%"
"09/22/2022","7.5585","7.5594","7.5821","7.5060","","0.01%"
"09/21/2022","7.5580","7.4573","7.5777","7.4547","","1.36%"
"09/20/2022","7.4566","7.4195","7.4704","7.3993","","0.52%"
"09/19/2022","7.4182","7.4303","7.4625","7.4149","","-0.08%"
"09/16/2022","7.4244","7.4352","7.4779","7.4095","","-0.15%"
"09/15/2022","7.4352","7.4507","7.4699","7.4228","","-0.19%"
"09/14/2022","7.4493","7.4601","7.4698","7.4189","","-0.13%"
"09/13/2022","7.4593","7.3461","7.4618","7.2996","","1.55%"
"09/12/2022","7.3452","7.3907","7.3925","7.2921","","-0.77%"
"09/09/2022","7.4020","7.4394","7.4395","7.3534","","-0.49%"
"09/08/2022","7.4383","7.4311","7.4884","7.4138","","0.11%"
"09/07/2022","7.4300","7.5080","7.5300","7.4280","","-1.02%"
"09/06/2022","7.5069","7.4887","7.5390","7.4465","","0.26%"
"09/05/2022","7.4876","7.4750","7.5283","7.4737","","0.24%"
"09/02/2022","7.4697","7.4784","7.4803","7.4112","","-0.11%"
"09/01/2022","7.4778","7.3970","7.5040","7.3964","","1.10%"
"08/31/2022","7.3966","7.4276","7.4588","7.3788","","-0.40%"
"08/30/2022","7.4262","7.4388","7.4515","7.3973","","-0.16%"
"08/29/2022","7.4381","7.4579","7.5025","7.4157","","-0.33%"
"08/26/2022","7.4631","7.4563","7.4779","7.3712","","0.09%"
"08/25/2022","7.4563","7.4616","7.4758","7.4129","","-0.07%"
"08/24/2022","7.4612","7.4588","7.5052","7.4375","","0.03%"
"08/23/2022","7.4593","7.4799","7.5120","7.4244","","-0.27%"
"08/22/2022","7.4793","7.4092","7.4932","7.4020","","0.99%"
"08/19/2022","7.4061","7.3720","7.4137","7.3674","","0.47%"
"08/18/2022","7.3715","7.3064","7.3784","7.2965","","0.90%"
"08/17/2022","7.3059","7.3133","7.3310","7.2896","","-0.08%"
"08/16/2022","7.3115","7.3201","7.3471","7.2950","","-0.11%"
"08/15/2022","7.3196","7.2525","7.3239","7.2436","","1.00%"
"08/12/2022","7.2472","7.2074","7.2655","7.2028","","0.56%"
"08/11/2022","7.2066","7.2239","7.2415","7.1775","","-0.22%"
"08/10/2022","7.2227","7.2860","7.2934","7.1756","","-0.86%"
"08/09/2022","7.2854","7.2973","7.3033","7.2611","","-0.17%"
"08/08/2022","7.2981","7.3080","7.3246","7.2788","","-0.14%"
"08/05/2022","7.3082","7.2620","7.3374","7.2592","","0.65%"
"08/04/2022","7.2613","7.3208","7.3299","7.2564","","-0.80%"
"08/03/2022","7.3199","7.3218","7.3525","7.2904","","-0.02%"
"08/02/2022","7.3212","7.2552","7.3243","7.2322","","0.91%"
"08/01/2022","7.2549","7.2852","7.2947","7.2449","","-0.33%"
"07/29/2022","7.2789","7.2999","7.3370","7.2587","","-0.28%"
"07/28/2022","7.2996","7.2989","7.3602","7.2729","","0.01%"
"07/27/2022","7.2991","7.3575","7.3736","7.2833","","-0.79%"
"07/26/2022","7.3570","7.2844","7.3650","7.2639","","1.00%"
"07/25/2022","7.2840","7.2872","7.3134","7.2579","","-0.06%"
"07/22/2022","7.2881","7.2772","7.3492","7.2583","","0.14%"
"07/21/2022","7.2776","7.3121","7.3308","7.2434","","-0.47%"
"07/20/2022","7.3118","7.2788","7.3310","7.2462","","0.47%"
"07/19/2022","7.2778","7.3393","7.3554","7.2500","","-0.83%"
"07/18/2022","7.3385","7.3800","7.3849","7.2970","","-0.54%"
"07/15/2022","7.3785","7.4282","7.4370","7.3706","","-0.67%"
"07/14/2022","7.4283","7.3995","7.4785","7.3969","","0.40%"
"07/13/2022","7.3988","7.4125","7.4432","7.3522","","-0.18%"
"07/12/2022","7.4118","7.4099","7.4399","7.3851","","0.04%"
"07/11/2022","7.4087","7.3118","7.4159","7.3068","","1.44%"
"07/08/2022","7.3037","7.3235","7.3881","7.3010","","-0.26%"
"07/07/2022","7.3228","7.3087","7.3359","7.2796","","0.22%"
"07/06/2022","7.3068","7.2472","7.3230","7.2400","","0.84%"
"07/05/2022","7.2459","7.1386","7.2691","7.1194","","1.51%"
"07/04/2022","7.1380","7.1341","7.1419","7.1099","","0.07%"
"07/01/2022","7.1333","7.0941","7.1760","7.0923","","0.57%"
"06/30/2022","7.0929","7.1252","7.1655","7.0906","","-0.45%"
"06/29/2022","7.1252","7.0724","7.1295","7.0606","","0.77%"
"06/28/2022","7.0711","7.0305","7.0828","7.0153","","0.58%"
"06/27/2022","7.0303","7.0504","7.0540","7.0086","","-0.26%"
"06/24/2022","7.0489","7.0690","7.0769","7.0383","","-0.27%"
"06/23/2022","7.0681","7.0390","7.0968","7.0288","","0.43%"
"06/22/2022","7.0380","7.0615","7.1056","7.0136","","-0.32%"
"06/21/2022","7.0605","7.0775","7.0788","7.0300","","-0.23%"
"06/20/2022","7.0769","7.0963","7.1016","7.0538","","-0.14%"
"06/17/2022","7.0865","7.0499","7.1217","7.0434","","0.52%"
"06/16/2022","7.0497","7.1225","7.1657","7.0163","","-1.02%"
"06/15/2022","7.1221","7.1418","7.1803","7.0794","","-0.27%"
"06/14/2022","7.1417","7.1484","7.1559","7.0973","","-0.09%"
"06/13/2022","7.1482","7.0714","7.1542","7.0705","","1.11%"
"06/10/2022","7.0696","7.0073","7.0806","6.9898","","0.90%"
"06/09/2022","7.0064","6.9411","7.0111","6.9047","","0.96%"
"06/08/2022","6.9399","6.9489","6.9713","6.9205","","-0.11%"
"06/07/2022","6.9478","6.9546","6.9847","6.9421","","-0.09%"
"06/06/2022","6.9543","6.9380","6.9631","6.9186","","0.23%"
"06/03/2022","6.9382","6.9206","6.9490","6.9096","","0.26%"
"06/02/2022","6.9205","6.9843","6.9888","6.9184","","-0.90%"
"06/01/2022","6.9832","6.9309","7.0005","6.9278","","0.77%"
"05/31/2022","6.9300","6.9026","6.9667","6.9011","","0.41%"
"05/30/2022","6.9017","6.9284","6.9354","6.8960","","-0.39%"
"05/27/2022","6.9288","6.9341","6.9544","6.9103","","-0.05%"
"05/26/2022","6.9324","6.9657","6.9780","6.9314","","-0.46%"
"05/25/2022","6.9642","6.9289","6.9904","6.9270","","0.51%"
"05/24/2022","6.9286","6.9602","6.9785","6.9213","","-0.45%"
"05/23/2022","6.9596","7.0447","7.0463","6.9556","","-1.21%"
"05/20/2022","7.0448","7.0308","7.0646","7.0220","","0.20%"
"05/19/2022","7.0305","7.1131","7.1134","7.0164","","-1.15%"
"05/18/2022","7.1124","7.0541","7.1143","7.0441","","0.84%"
"05/17/2022","7.0530","7.1314","7.1360","7.0499","","-1.10%"
"05/16/2022","7.1318","7.1496","7.1622","7.1256","","-0.19%"
"05/13/2022","7.1454","7.1677","7.1897","7.1408","","-0.31%"
"05/12/2022","7.1679","7.0759","7.1858","7.0653","","1.31%"
"05/11/2022","7.0753","7.0643","7.0832","7.0327","","0.18%"
"05/10/2022","7.0629","7.0435","7.0671","7.0266","","0.29%"
"05/09/2022","7.0427","7.0540","7.0881","7.0223","","-0.14%"
"05/06/2022","7.0528","7.0572","7.0977","7.0192","","-0.06%"
"05/05/2022","7.0568","7.0050","7.0906","6.9923","","0.75%"
"05/04/2022","7.0045","7.0710","7.0818","6.9990","","-0.93%"
"05/03/2022","7.0700","7.0798","7.0902","7.0336","","-0.12%"
"05/02/2022","7.0785","7.0497","7.0914","7.0394","","0.33%"
"04/29/2022","7.0554","7.0875","7.0933","7.0249","","-0.43%"
"04/28/2022","7.0862","7.0485","7.1069","7.0440","","0.54%"
"04/27/2022","7.0480","6.9940","7.0775","6.9828","","0.77%"
"04/26/2022","6.9940","6.9432","6.9961","6.9268","","0.74%"
"04/25/2022","6.9427","6.8799","6.9544","6.8778","","0.79%"
"04/22/2022","6.8881","6.8680","6.9076","6.8561","","0.31%"
"04/21/2022","6.8665","6.8552","6.8734","6.8028","","0.18%"
"04/20/2022","6.8545","6.8962","6.8994","6.8463","","-0.60%"
"04/19/2022","6.8956","6.8984","6.9124","6.8793","","-0.04%"
"04/18/2022","6.8983","6.8838","6.9060","6.8733","","0.28%"
"04/15/2022","6.8792","6.8695","6.8896","6.8678","","0.14%"
"04/14/2022","6.8694","6.8282","6.9155","6.8096","","0.61%"
"04/13/2022","6.8277","6.8687","6.8813","6.8268","","-0.58%"
"04/12/2022","6.8676","6.8334","6.8727","6.8204","","0.51%"
"04/11/2022","6.8329","6.8277","6.8410","6.8023","","-0.06%"
"04/08/2022","6.8371","6.8357","6.8636","6.8282","","0.03%"
"04/07/2022","6.8351","6.8260","6.8458","6.8002","","0.14%"
"04/06/2022","6.8254","6.8205","6.8401","6.7995","","0.09%"
"04/05/2022","6.8194","6.7787","6.8234","6.7680","","0.61%"
"04/04/2022","6.7783","6.7347","6.7862","6.7281","","0.68%"
"04/01/2022","6.7327","6.7211","6.7451","6.7153","","0.17%"
"03/31/2022","6.7212","6.6656","6.7253","6.6497","","0.85%"
"03/30/2022","6.6648","6.7093","6.7117","6.6575","","-0.65%"
"03/29/2022","6.7083","6.7734","6.7818","6.6784","","-0.91%"
"03/28/2022","6.7697","6.7705","6.7981","6.7626","","-0.07%"
"03/25/2022","6.7742","6.7656","6.7759","6.7402","","0.13%"
"03/24/2022","6.7652","6.7602","6.7843","6.7536","","0.10%"
"03/23/2022","6.7582","6.7451","6.7854","6.7365","","0.20%"
"03/22/2022","6.7447","6.7528","6.7882","6.7353","","-0.13%"
"03/21/2022","6.7533","6.7335","6.7585","6.7219","","0.29%"
"03/18/2022","6.7338","6.7116","6.7640","6.6947","","0.36%"
"03/17/2022","6.7097","6.7440","6.7608","6.6833","","-0.49%"
"03/16/2022","6.7428","6.7912","6.7960","6.7371","","-0.69%"
"03/15/2022","6.7897","6.8006","6.8093","6.7517","","-0.14%"
"03/14/2022","6.7993","6.8055","6.8254","6.7676","","-0.26%"
"03/11/2022","6.8169","6.7728","6.8247","6.7371","","0.67%"
"03/10/2022","6.7717","6.7195","6.7792","6.6901","","0.79%"
"03/09/2022","6.7189","6.8315","6.8359","6.7081","","-1.63%"
"03/08/2022","6.8301","6.8569","6.8601","6.7929","","-0.39%"
"03/07/2022","6.8567","6.8050","6.8844","6.8043","","0.78%"
"03/04/2022","6.8038","6.7226","6.8336","6.7214","","1.21%"
"03/03/2022","6.7226","6.6903","6.7426","6.6881","","0.51%"
"03/02/2022","6.6888","6.6863","6.7283","6.6762","","0.04%"
"03/01/2022","6.6859","6.6300","6.7068","6.6221","","0.86%"
"02/28/2022","6.6291","6.6810","6.6810","6.6134","","0.43%"
"02/25/2022","6.6010","6.6483","6.6651","6.5998","","-0.71%"
"02/24/2022","6.6480","6.5795","6.7013","6.5778","","1.05%"
"02/23/2022","6.5790","6.5685","6.5832","6.5481","","0.16%"
"02/22/2022","6.5682","6.5784","6.5914","6.5450","","-0.15%"
"02/21/2022","6.5780","6.5750","6.5800","6.5323","","0.13%"
"02/18/2022","6.5696","6.5476","6.5746","6.5383","","0.33%"
"02/17/2022","6.5477","6.5417","6.5709","6.5343","","0.11%"
"02/16/2022","6.5402","6.5521","6.5612","6.5283","","-0.19%"
"02/15/2022","6.5525","6.5823","6.5855","6.5463","","-0.45%"
"02/14/2022","6.5821","6.5563","6.5990","6.5432","","0.42%"
"02/11/2022","6.5544","6.5095","6.5672","6.5078","","0.70%"
"02/10/2022","6.5091","6.5144","6.5400","6.4712","","-0.06%"
"02/09/2022","6.5132","6.5200","6.5284","6.5006","","-0.10%"
"02/08/2022","6.5194","6.5060","6.5318","6.5009","","0.23%"
"02/07/2022","6.5047","6.5001","6.5216","6.4933","","0.04%"
"02/04/2022","6.5021","6.5050","6.5233","6.4811","","-0.02%"
"02/03/2022","6.5037","6.5809","6.6019","6.4979","","-1.16%"
"02/02/2022","6.5802","6.6012","6.6043","6.5646","","-0.31%"
"02/01/2022","6.6005","6.6232","6.6313","6.5965","","-0.34%"
"01/31/2022","6.6231","6.6774","6.6825","6.6153","","-0.79%"
"01/28/2022","6.6757","6.6784","6.6929","6.6611","","-0.03%"
"01/27/2022","6.6780","6.6196","6.6866","6.6184","","0.89%"
"01/26/2022","6.6189","6.5857","6.6243","6.5791","","0.51%"
"01/25/2022","6.5850","6.5730","6.6091","6.5702","","0.20%"
"01/24/2022","6.5720","6.5625","6.5933","6.5602","","0.17%"
"01/21/2022","6.5607","6.5810","6.5861","6.5520","","-0.29%"
"01/20/2022","6.5799","6.5619","6.5862","6.5459","","0.28%"
"01/19/2022","6.5613","6.5712","6.5756","6.5529","","-0.13%"
"01/18/2022","6.5699","6.5240","6.5782","6.5156","","0.71%"
"01/17/2022","6.5233","6.5204","6.5327","6.5079","","0.07%"
"01/14/2022","6.5186","6.4962","6.5285","6.4807","","0.35%"
"01/13/2022","6.4958","6.5035","6.5070","6.4809","","-0.11%"
"01/12/2022","6.5028","6.5465","6.5538","6.4969","","-0.66%"
"01/11/2022","6.5459","6.5665","6.5770","6.5425","","-0.33%"
"01/10/2022","6.5676","6.5526","6.5919","6.5476","","0.31%"
"01/07/2022","6.5476","6.5843","6.5893","6.5449","","-0.55%"
"01/06/2022","6.5840","6.5752","6.5921","6.5649","","0.15%"
"01/05/2022","6.5740","6.5897","6.5963","6.5553","","-0.23%"
"01/04/2022","6.5891","6.5832","6.5983","6.5689","","0.09%"
"01/03/2022","6.5830","6.5427","6.5941","6.5325","","0.65%"
"12/31/2021","6.5405","6.5663","6.5801","6.5311","","-0.39%"
"12/30/2021","6.5664","6.5528","6.5817","6.5458","","0.22%"
"12/29/2021","6.5522","6.5750","6.5954","6.5395","","-0.33%"
"12/28/2021","6.5742","6.5644","6.5868","6.5610","","0.15%"
"12/27/2021","6.5642","6.5681","6.5793","6.5606","","-0.07%"
"12/24/2021","6.5688","6.5630","6.5786","6.5549","","0.09%"
"12/23/2021","6.5629","6.5654","6.5863","6.5556","","-0.02%"
"12/22/2021","6.5639","6.5874","6.6016","6.5555","","-0.35%"
"12/21/2021","6.5871","6.5945","6.6038","6.5789","","-0.10%"
"12/20/2021","6.5939","6.6165","6.6194","6.5782","","-0.35%"
"12/17/2021","6.6173","6.5632","6.6194","6.5518","","0.83%"
"12/16/2021","6.5628","6.5848","6.5920","6.5453","","-0.33%"
"12/15/2021","6.5843","6.6040","6.6266","6.5807","","-0.29%"
"12/14/2021","6.6036","6.5900","6.6082","6.5664","","0.23%"
"12/13/2021","6.5886","6.5735","6.6045","6.5685","","0.29%"
"12/10/2021","6.5697","6.5844","6.6014","6.5661","","-0.21%"
"12/09/2021","6.5837","6.5563","6.5936","6.5527","","0.44%"
"12/08/2021","6.5550","6.5990","6.6011","6.5481","","-0.68%"
"12/07/2021","6.5999","6.5895","6.6236","6.5814","","0.16%"
"12/06/2021","6.5892","6.5741","6.6006","6.5715","","0.25%"
"12/03/2021","6.5729","6.5803","6.6007","6.5610","","-0.10%"
"12/02/2021","6.5795","6.5684","6.5838","6.5527","","0.16%"
"12/01/2021","6.5690","6.5588","6.5799","6.5462","","0.16%"
"11/30/2021","6.5585","6.5863","6.6192","6.5328","","-0.41%"
"11/29/2021","6.5852","6.5695","6.6059","6.5695","","0.26%"
"11/26/2021","6.5682","6.6339","6.6360","6.5632","","-0.98%"
"11/25/2021","6.6334","6.6408","6.6409","6.6213","","-0.09%"
"11/24/2021","6.6397","6.6111","6.6483","6.6069","","0.44%"
"11/23/2021","6.6105","6.6184","6.6248","6.5951","","-0.12%"
"11/22/2021","6.6184","6.5904","6.6221","6.5861","","0.42%"
"11/19/2021","6.5909","6.5395","6.6106","6.5379","","0.79%"
"11/18/2021","6.5395","6.5694","6.5732","6.5375","","-0.44%"
"11/17/2021","6.5682","6.5692","6.6026","6.5618","","0.00%"
"11/16/2021","6.5684","6.5419","6.5761","6.5313","","0.42%"
"11/15/2021","6.5411","6.4980","6.5494","6.4867","","0.66%"
"11/12/2021","6.4979","6.4951","6.5053","6.4884","","0.06%"
